season,week,date,away_team,home_team,home_score,away_score,home_line_open,home_line_close,home_ml_open,home_ml_close,away_ml_open,away_ml_close,total_open,total_close
2014,12,2014-11-24,NYJ,BUF,38,3,-2.5,-2.5,1.6890000000000001,1.6990000000000001,2.31,2.29,41.5,42
2014,13,2014-11-27,SEA,SF,3,19,0.0,-1.0,1.917,1.877,1.99,2.0299999999999998,41,40
2014,13,2014-11-27,PHI,DAL,10,33,-3.0,-3.0,1.6319999999999999,1.625,2.4300000000000002,2.44,54.5,56.5
2014,13,2014-11-27,CHI,DET,34,17,-6.5,-7.5,1.325,1.3029999999999999,3.7,3.89,46.5,46
2014,13,2014-11-30,DEN,KC,16,29,0.0,-1.0,2.0499999999999998,1.917,1.8620000000000001,1.99,49.5,49
2014,13,2014-11-30,NE,GB,26,21,-3.5,-3.0,1.591,1.625,2.52,2.44,58,57
2014,13,2014-11-30,ARI,ATL,29,18,-1.0,1.5,2.21,2.06,1.746,1.8540000000000001,44.5,45.5
2014,13,2014-11-30,SD,BAL,33,34,-5.5,-6.5,1.4039999999999999,1.3440000000000001,3.2,3.56,45.5,45.5
2014,13,2014-11-30,CLE,BUF,26,10,-2.5,-3.0,1.6990000000000001,1.5780000000000001,2.29,2.56,41,42
2014,13,2014-11-30,TEN,HOU,45,21,-6.5,-7.0,1.3859999999999999,1.35,3.3,3.52,42.5,43
2014,13,2014-11-30,WAS,IND,49,27,-10.0,-7.5,1.208,1.256,5.08,4.38,51,48.5
2014,13,2014-11-30,NYG,JAX,25,24,2.5,3.0,2.27,2.37,1.714,1.657,44.5,44
2014,13,2014-11-30,CAR,MIN,31,13,-2.5,-2.5,1.714,1.6990000000000001,2.27,2.29,43.5,41.5
2014,13,2014-11-30,NO,PIT,32,35,-3.5,-3.5,1.476,1.54,2.88,2.66,53,54.5
2014,13,2014-11-30,OAK,STL,52,0,-7.0,-6.5,1.327,1.3440000000000001,3.69,3.56,43,43
2014,13,2014-11-30,CIN,TB,13,14,3.0,6.0,2.83,3.1,1.49,1.425,44,43.5
2014,13,2014-12-01,MIA,NYJ,13,16,6.0,6.5,3.22,3.69,1.4,1.327,41.5,41.5
2014,14,2014-12-04,DAL,CHI,28,41,3.5,3.5,2.73,2.68,1.52,1.534,50.5,50.5
2014,14,2014-12-07,NE,SD,14,23,3.5,4.0,2.62,2.86,1.5549999999999999,1.48,50.5,53
2014,14,2014-12-07,SF,OAK,24,13,7.5,8.0,4.38,4.1500000000000004,1.256,1.276,41,40
2014,14,2014-12-07,SEA,PHI,14,24,0.0,1.5,1.8540000000000001,2.11,2.06,1.8129999999999999,49,48
2014,14,2014-12-07,KC,ARI,17,14,0.0,2.5,1.877,2.31,2.0299999999999998,1.6890000000000001,41.5,41.5
2014,14,2014-12-07,BUF,DEN,24,17,-10.0,-9.0,1.2,1.25,5.23,4.46,48,47
2014,14,2014-12-07,PIT,CIN,21,42,-3.5,-3.0,1.5880000000000001,1.7190000000000001,2.5299999999999998,2.2599999999999998,47,47
2014,14,2014-12-07,IND,CLE,24,25,3.5,3.0,2.86,2.39,1.48,1.649,50,50
2014,14,2014-12-07,TB,DET,34,17,-10.0,-10.5,1.2170000000000001,1.208,4.93,5.08,41.5,42
2014,14,2014-12-07,HOU,JAX,13,27,4.0,6.5,3.04,3.43,1.4379999999999999,1.3640000000000001,42,41.5
2014,14,2014-12-07,BAL,MIA,13,28,-3.0,-3.0,1.7350000000000001,1.617,2.23,2.46,45,45
2014,14,2014-12-07,NYJ,MIN,30,24,-6.0,-4.5,1.4,1.458,3.22,2.95,41,40.5
2014,14,2014-12-07,CAR,NO,10,41,-10.0,-8.5,1.222,1.25,4.8499999999999996,4.46,48,50.5
2014,14,2014-12-07,NYG,TEN,7,36,0.0,3.0,2.02,2.29,1.8839999999999999,1.6990000000000001,45.5,46.5
2014,14,2014-12-07,STL,WAS,0,24,1.5,2.5,2.2799999999999998,2.21,1.7090000000000001,1.746,44,44.5
2014,14,2014-12-08,ATL,GB,43,37,-11.5,-13.5,1.169,1.1359999999999999,5.91,6.9,56,54.5
2014,15,2014-12-11,ARI,STL,6,12,-3.0,-6.0,1.476,1.3919999999999999,2.88,3.27,40.5,40.5
2014,15,2014-12-14,DAL,PHI,27,38,-3.5,-3.5,1.5549999999999999,1.6279999999999999,2.62,2.44,55,54.5
2014,15,2014-12-14,MIN,DET,16,14,-7.5,-8.0,1.2629999999999999,1.2849999999999999,4.3,4.05,43.5,42.5
2014,15,2014-12-14,SF,SEA,17,7,-10.0,-10.0,1.2170000000000001,1.232,4.93,4.6900000000000004,38.5,38
2014,15,2014-12-14,DEN,SD,10,22,3.5,4.0,2.76,2.71,1.51,1.526,50.5,49
2014,15,2014-12-14,NYJ,TEN,11,16,1.0,3.5,2.11,2.67,1.8129999999999999,1.5369999999999999,42,42
