season,week,date,away_team,home_team,home_score,away_score,home_line_open,home_line_close,home_ml_open,home_ml_close,away_ml_open,away_ml_close,total_open,total_close
2016,16,2016-12-24,SD,CLE,20,17,6.0,4.5,3.18,2.9,1.4079999999999999,1.4710000000000001,44,46
2016,16,2016-12-24,MIN,GB,38,25,-7.0,-6.5,1.37,1.377,3.39,3.35,43.5,44.5
2016,16,2016-12-24,TEN,JAX,38,17,4.5,4.0,2.95,2.79,1.458,1.502,43.5,44
2016,16,2016-12-24,NYJ,NE,41,3,-16.5,-17.0,1.071,1.0660000000000001,10.98,11.51,43.5,45
2016,16,2016-12-24,TB,NO,31,24,-3.0,-3.0,1.6890000000000001,1.5580000000000001,2.31,2.61,52.5,52.5
2016,16,2016-12-25,DEN,KC,33,10,-4.0,-3.5,1.5149999999999999,1.526,2.74,2.71,38,38
2016,16,2016-12-25,BAL,PIT,31,27,-4.0,-5.5,1.458,1.393,2.95,3.26,44.5,46.5
2016,16,2016-12-26,DET,DAL,42,21,-7.5,-6.5,1.327,1.359,3.69,3.46,41.5,46.5
2016,17,2017-01-01,OAK,DEN,24,6,-3.5,-1.0,1.7929999999999999,1.869,2.14,2.04,41.5,40
2016,17,2017-01-01,ARI,LA,6,44,7.0,7.0,3.18,3.64,1.4079999999999999,1.333,40.5,39
2016,17,2017-01-01,KC,SD,27,37,4.0,5.5,3.22,3.05,1.4,1.4339999999999999,45,44.5
2016,17,2017-01-01,SEA,SF,23,25,9.5,11.5,4.38,5.61,1.256,1.181,44,44
2016,17,2017-01-01,NYG,WAS,10,19,-8.0,-8.5,1.25,1.25,4.0999999999999996,4.0999999999999996,44,47.5
2016,17,2017-01-01,NO,ATL,38,32,-7.0,-7.5,1.347,1.2849999999999999,3.54,4.05,55.5,58.5
2016,17,2017-01-01,BAL,CIN,27,10,-2.5,1.0,1.7809999999999999,2.13,2.16,1.8,41,40.5
2016,17,2017-01-01,GB,DET,24,31,3.5,3.5,2.5099999999999998,2.66,1.5980000000000001,1.54,48,50
2016,17,2017-01-01,JAX,IND,24,20,-6.0,-5.5,1.46,1.4,2.94,3.22,48,48.5
2016,17,2017-01-01,NE,MIA,14,35,7.5,7.5,4.54,4.2300000000000004,1.2430000000000001,1.268,44.5,47
2016,17,2017-01-01,CHI,MIN,38,10,-6.5,-6.0,1.4339999999999999,1.393,3.05,3.26,41,44
2016,17,2017-01-01,BUF,NYJ,30,10,6.0,4.0,2.5499999999999998,2.71,1.581,1.526,44,43
2016,17,2017-01-01,DAL,PHI,27,13,-3.5,-6.5,1.54,1.393,2.66,3.26,43,44
2016,17,2017-01-01,CLE,PIT,27,24,-10.0,-3.5,1.4079999999999999,1.526,3.18,2.71,44.5,41.5
2016,17,2017-01-01,CAR,TB,17,16,-4.0,-3.5,1.4079999999999999,1.526,3.18,2.71,47.5,44.5
2016,17,2017-01-01,HOU,TEN,24,17,-3.0,-3.0,1.6359999999999999,1.609,2.42,2.48,40.5,41.5
2016,2,2016-09-15,NYJ,BUF,31,37,-3.0,-1.0,2.0299999999999998,1.8540000000000001,1.877,2.06,42.5,40.5
2016,2,2016-09-18,GB,MIN,17,14,2.0,1.5,2.11,2.09,1.8129999999999999,1.833,44.5,42.5
2016,2,2016-09-18,IND,DEN,34,20,-4.5,-6.5,1.3839999999999999,1.3839999999999999,3.31,3.31,45,47
2016,2,2016-09-18,ATL,OAK,28,35,-5.5,-4.0,1.49,1.512,2.83,2.75,48,47.5
2016,2,2016-09-18,JAX,SD,38,14,-2.5,-3.0,1.5780000000000001,1.6659999999999999,2.56,2.36,47.5,47.5
2016,2,2016-09-18,TB,ARI,40,7,-7.0,-7.5,1.357,1.3029999999999999,3.48,3.89,50,49.5
2016,2,2016-09-18,SEA,LA,9,3,7.0,5.5,3.45,3.1,1.361,1.425,38.5,38
2016,2,2016-09-18,SF,CAR,46,27,-13.0,-12.0,1.1419999999999999,1.19,6.49,5.29,44.5,44.5
2016,2,2016-09-18,BAL,CLE,20,25,4.5,4.0,3.64,2.75,1.333,1.512,43.5,42
2016,2,2016-09-18,TEN,DET,15,16,-5.5,-6.0,1.3839999999999999,1.3839999999999999,3.31,3.31,46.5,48
2016,2,2016-09-18,KC,HOU,19,12,-2.0,1.0,1.7689999999999999,1.952,2.1800000000000002,1.952,43.5,42
2016,2,2016-09-18,MIA,NE,31,24,-5.5,-5.5,1.377,1.4339999999999999,3.35,3.05,42.5,42
2016,2,2016-09-18,NO,NYG,16,13,-5.0,-3.5,1.48,1.526,2.86,2.71,51.5,54
2016,2,2016-09-18,CIN,PIT,24,16,-3.0,-3.0,1.6020000000000001,1.625,2.5,2.44,48.5,48
2016,2,2016-09-18,DAL,WAS,23,27,-2.5,-3.5,1.746,1.54,2.21,2.66,46.5,47
2016,2,2016-09-19,PHI,CHI,14,29,-2.5,-3.0,1.581,1.617,2.5499999999999998,2.46,42.5,42.5
2016,3,2016-09-22,HOU,NE,27,0,0.0,-1.0,2.17,1.8540000000000001,1.7749999999999999,2.06,40.5,38.5
2016,3,2016-09-25,CHI,DAL,31,17,-5.5,-6.5,1.3029999999999999,1.393,3.89,3.26,45,44.5
2016,3,2016-09-25,SD,IND,26,22,-2.5,-1.5,1.6890000000000001,1.8620000000000001,2.31,2.0499999999999998,50.5,51
2016,3,2016-09-25,NYJ,KC,24,3,-3.0,-3.0,1.595,1.6020000000000001,2.52,2.5,43.5,44
2016,3,2016-09-25,PIT,PHI,34,3,4.0,3.5,2.8,2.66,1.4970000000000001,1.54,46,46
2016,3,2016-09-25,SF,SEA,37,18,-10.0,-10.5,1.2350000000000001,1.218,4.6500000000000004,4.91,40.5,42
2016,3,2016-09-25,LA,TB,32,37,-4.0,-3.5,1.458,1.5489999999999999,2.95,2.64,42,40.5
2016,3,2016-09-25,ARI,BUF,33,18,4.0,4.5,2.79,2.86,1.502,1.48,47,48
2016,3,2016-09-25,MIN,CAR,10,22,-7.5,-6.0,1.3169999999999999,1.403,3.77,3.21,43,43
2016,3,2016-09-25,DEN,CIN,17,29,-3.5,-3.5,1.5740000000000001,1.546,2.57,2.65,41,42
2016,3,2016-09-25,DET,GB,34,27,-8.5,-6.0,1.2889999999999999,1.3919999999999999,4.01,3.27,48,47.5
2016,3,2016-09-25,BAL,JAX,17,19,0.0,2.5,1.99,2.16,1.917,1.7809999999999999,47.5,45
2016,3,2016-09-25,CLE,MIA,30,24,-7.0,-10.0,1.1850000000000001,1.246,5.54,4.5,41.5,42
2016,3,2016-09-25,WAS,NYG,27,29,-4.0,-3.5,1.4870000000000001,1.5609999999999999,2.84,2.6,46.5,47
2016,3,2016-09-25,OAK,TEN,10,17,0.0,1.5,1.8260000000000001,2.11,2.1,1.8129999999999999,47,47
2016,3,2016-09-26,ATL,NO,32,45,-3.0,-2.5,1.645,1.649,2.4,2.39,53.5,54
2016,4,2016-09-29,MIA,CIN,22,7,-7.0,-7.5,1.3380000000000001,1.294,3.6,3.97,44.5,46
2016,4,2016-10-02,KC,PIT,43,14,-5.0,-3.0,1.425,1.5640000000000001,3.1,2.59,47.5,48
2016,4,2016-10-02,NO,SD,34,35,-4.5,-3.5,1.5549999999999999,1.54,2.62,2.66,53.5,54
2016,4,2016-10-02,DAL,SF,17,24,3.0,1.0,2.36,2.06,1.6659999999999999,1.8540000000000001,46,44.5
2016,4,2016-10-02,DEN,TB,7,27,3.0,3.5,2.39,2.5299999999999998,1.649,1.5880000000000001,44.5,43
2016,4,2016-10-02,CAR,ATL,48,33,3.5,3.0,2.46,2.34,1.617,1.675,50,48.5
2016,4,2016-10-02,OAK,BAL,27,28,-3.5,-3.5,1.54,1.5549999999999999,2.66,2.62,46.5,45
2016,4,2016-10-02,DET,CHI,17,14,3.0,3.0,2.25,2.57,1.724,1.5740000000000001,46,48
2016,4,2016-10-02,TEN,HOU,27,20,-6.5,-3.5,1.3440000000000001,1.51,3.56,2.76,40.5,40
2016,4,2016-10-02,BUF,NE,0,16,-7.5,-3.5,1.333,1.5580000000000001,3.64,2.61,44.5,41
2016,4,2016-10-02,SEA,NYJ,17,27,2.5,1.0,2.2200000000000002,2,1.74,1.909,41.5,40
2016,4,2016-10-02,CLE,WAS,31,20,-10.0,-7.5,1.2350000000000001,1.3029999999999999,4.6500000000000004,3.89,45.5,47.5
2016,4,2016-10-02,LA,ARI,13,17,-8.5,-10.0,1.262,1.2410000000000001,4.3,4.57,43.5,43.5
2016,4,2016-10-02,IND,JAX,30,27,2.0,-1.0,2.2200000000000002,1.8919999999999999,1.74,2.02,49.5,48
2016,4,2016-10-03,NYG,MIN,24,10,-3.5,-3.5,1.4870000000000001,1.5289999999999999,2.84,2.7,43.5,42.5
2016,5,2016-10-06,ARI,SF,21,33,2.5,3.5,2.4900000000000002,2.72,1.6060000000000001,1.5229999999999999,42.5,42.5
2016,5,2016-10-09,NYG,GB,23,16,-7.5,-7.0,1.294,1.325,3.97,3.7,48,49
2016,5,2016-10-09,CIN,DAL,28,14,0.0,2.5,2.06,2.2000000000000002,1.8540000000000001,1.7509999999999999,45,46
2016,5,2016-10-09,BUF,LA,19,30,-2.5,2.5,1.704,2.21,2.29,1.746,40,41.5
2016,5,2016-10-09,SD,OAK,34,31,-4.0,-3.5,1.5069999999999999,1.512,2.77,2.75,51.5,50.5
2016,5,2016-10-09,ATL,DEN,16,23,-4.5,-3.5,1.4039999999999999,1.512,3.2,2.75,47,44.5
2016,5,2016-10-09,WAS,BAL,10,16,-3.5,-3.5,1.5309999999999999,1.526,2.69,2.71,46.5,44.5
2016,5,2016-10-09,NE,CLE,13,33,10.5,10.0,5.23,4.8499999999999996,1.2,1.222,46.5,47.5
2016,5,2016-10-09,PHI,DET,24,23,2.5,3.5,2.29,2.59,1.704,1.5640000000000001,46,46
2016,5,2016-10-09,CHI,IND,29,23,-4.5,-4.0,1.454,1.4950000000000001,2.97,2.81,47.5,47.5
2016,5,2016-10-09,TEN,MIA,17,30,-3.5,-2.5,1.571,1.746,2.58,2.21,43.5,44.5
2016,5,2016-10-09,HOU,MIN,31,13,-6.5,-6.0,1.367,1.393,3.41,3.26,40,38.5
2016,5,2016-10-09,NYJ,PIT,31,13,-7.5,-10.0,1.3220000000000001,1.25,3.73,4.46,48.5,50
2016,5,2016-10-10,TB,CAR,14,17,-4.5,-6.0,1.4950000000000001,1.413,2.81,3.16,45.5,46.5
2016,6,2016-10-13,DEN,SD,21,13,2.5,3.0,2.5499999999999998,2.37,1.581,1.657,45.5,44
2016,6,2016-10-16,IND,HOU,26,23,-3.5,-3.0,1.625,1.625,2.44,2.44,46,47.5
2016,6,2016-10-16,DAL,GB,16,30,-4.0,-5.5,1.4950000000000001,1.427,2.81,3.09,46.5,47
2016,6,2016-10-16,ATL,SEA,26,24,-6.0,-7.0,1.4,1.361,3.22,3.45,45.5,45.5
2016,6,2016-10-16,KC,OAK,10,26,-2.0,1.0,2.11,2.11,1.8129999999999999,1.8129999999999999,46.5,46.5
2016,6,2016-10-16,SF,BUF,45,16,-7.5,-7.5,1.2769999999999999,1.327,4.1399999999999997,3.69,44,44
2016,6,2016-10-16,JAX,CHI,16,17,-2.0,-2.5,1.724,1.7290000000000001,2.25,2.2400000000000002,47,46
2016,6,2016-10-16,LA,DET,31,28,-3.0,-2.5,1.6020000000000001,1.6990000000000001,2.5,2.29,44,44
2016,6,2016-10-16,PIT,MIA,30,15,7.5,7.5,4.1399999999999997,3.73,1.2769999999999999,1.3220000000000001,48,49.5
2016,6,2016-10-16,CIN,NE,35,17,-8.0,-7.5,1.25,1.3069999999999999,4.46,3.85,47,48
2016,6,2016-10-16,CAR,NO,41,38,3.0,2.5,2.36,2.33,1.6659999999999999,1.68,53,53.5
2016,6,2016-10-16,BAL,NYG,27,23,-3.0,-3.5,1.6659999999999999,1.526,2.36,2.71,43.5,42.5
2016,6,2016-10-16,CLE,TEN,28,26,-7.0,-7.5,1.3069999999999999,1.3169999999999999,3.85,3.77,44,44.5
2016,6,2016-10-16,PHI,WAS,27,20,2.0,3.0,2.16,2.36,1.7809999999999999,1.6659999999999999,44.5,45
2016,6,2016-10-17,NYJ,ARI,28,3,-7.5,-7.5,1.294,1.2889999999999999,3.97,4.01,46,46
2016,7,2016-10-20,CHI,GB,26,10,-9.0,-7.5,1.2729999999999999,1.3029999999999999,4.18,3.89,47,46.5
2016,7,2016-10-23,SEA,ARI,6,6,-2.0,-2.0,1.8260000000000001,1.7689999999999999,2.1,2.1800000000000002,43.5,43
2016,7,2016-10-23,NE,PIT,16,27,7.5,7.5,3.6,3.73,1.3380000000000001,1.3220000000000001,45.5,49
2016,7,2016-10-23,SD,ATL,30,33,-6.5,-4.5,1.37,1.4950000000000001,3.39,2.81,50.5,52.5
2016,7,2016-10-23,TB,SF,17,34,2.0,-1.0,2.06,1.8839999999999999,1.8540000000000001,2.02,47,45
2016,7,2016-10-23,CLE,CIN,31,17,-10.0,-11.0,1.25,1.181,4.46,5.61,45.5,46.5
2016,7,2016-10-23,WAS,DET,20,17,-1.0,1.0,1.847,2.02,2.0699999999999998,1.8839999999999999,48.5,50
2016,7,2016-10-23,OAK,JAX,16,33,-1.5,-1.5,1.869,1.819,2.04,2.11,48.5,47.5
2016,7,2016-10-23,NO,KC,27,21,-7.0,-6.0,1.35,1.4,3.52,3.22,50,51
2016,7,2016-10-23,BUF,MIA,28,25,2.5,2.5,2.27,2.1800000000000002,1.714,1.7689999999999999,44,46
2016,7,2016-10-23,BAL,NYJ,24,16,-1.0,-2.0,1.9430000000000001,1.7809999999999999,1.9610000000000001,2.16,41.5,39.5
2016,7,2016-10-23,MIN,PHI,21,10,2.0,3.0,2.25,2.27,1.724,1.714,40,39
2016,7,2016-10-23,IND,TEN,26,34,-2.5,-4.0,1.714,1.526,2.27,2.71,48.5,48.5
2016,7,2016-10-23,NYG,LA,10,17,2.5,3.0,2.29,2.33,1.6990000000000001,1.68,43.5,44.5
2016,7,2016-10-24,HOU,DEN,27,9,-7.5,-8.5,1.3120000000000001,1.2589999999999999,3.81,4.34,40.5,40
2016,8,2016-10-27,JAX,TEN,36,22,-3.5,-3.0,1.5640000000000001,1.694,2.59,2.2999999999999998,46,43.5
2016,8,2016-10-30,PHI,DAL,29,23,-4.5,-5.0,1.4650000000000001,1.444,2.93,3.01,43.5,44
2016,8,2016-10-30,ARI,CAR,30,20,-2.5,-2.5,1.694,1.74,2.2999999999999998,2.2200000000000002,48,45.5
2016,8,2016-10-30,SD,DEN,27,19,-5.5,-3.5,1.4650000000000001,1.5549999999999999,2.93,2.62,43.5,43
2016,8,2016-10-30,GB,ATL,33,32,-2.5,-3.0,1.675,1.625,2.34,2.44,52.5,51
2016,8,2016-10-30,NE,BUF,25,41,5.0,5.5,3.27,3.05,1.3919999999999999,1.4339999999999999,47.5,48
2016,8,2016-10-30,NYJ,CLE,28,31,3.0,2.5,2.46,2.21,1.617,1.746,43.5,45.5
2016,8,2016-10-30,DET,HOU,20,13,-2.5,-1.0,1.724,1.8620000000000001,2.25,2.0499999999999998,45,46.5
2016,8,2016-10-30,KC,IND,14,30,2.5,3.0,2.25,2.27,1.724,1.714,49.5,50.5
2016,8,2016-10-30,SEA,NO,25,20,3.5,1.0,2.29,1.9430000000000001,1.6990000000000001,1.9610000000000001,47.5,49
2016,8,2016-10-30,OAK,TB,24,30,-1.0,-1.0,1.8540000000000001,1.8839999999999999,2.06,2.02,49,48
2016,8,2016-10-30,WAS,CIN,27,27,-2.5,-3.0,1.6659999999999999,1.645,2.36,2.4,46.5,48.5
2016,8,2016-10-31,MIN,CHI,20,10,5.0,5.5,3.14,3.05,1.4159999999999999,1.4339999999999999,41,39.5
2016,9,2016-11-03,ATL,TB,28,43,3.0,4.5,2.62,2.84,1.5549999999999999,1.4870000000000001,51.5,49
2016,9,2016-11-06,DEN,OAK,30,20,-2.5,-1.0,1.847,1.98,2.0699999999999998,1.925,44.5,44.5
2016,9,2016-11-06,IND,GB,26,31,-7.0,-7.5,1.3220000000000001,1.294,3.73,3.97,53,52
2016,9,2016-11-06,TEN,SD,43,35,-4.0,-3.5,1.4159999999999999,1.54,3.14,2.66,48,47.5
2016,9,2016-11-06,CAR,LA,10,13,2.5,3.0,2.4300000000000002,2.35,1.6319999999999999,1.671,45.5,44.5
2016,9,2016-11-06,NO,SF,23,41,3.0,5.0,2.58,2.95,1.571,1.458,51,53
2016,9,2016-11-06,PIT,BAL,21,14,-2.5,3.5,2.36,2.56,1.6659999999999999,1.5780000000000001,44,46
2016,9,2016-11-06,DAL,CLE,10,35,7.5,7.0,3.77,3.6,1.3169999999999999,1.3380000000000001,47,49
2016,9,2016-11-06,JAX,KC,19,14,-7.5,-7.0,1.3169999999999999,1.327,3.77,3.69,45,42.5
2016,9,2016-11-06,NYJ,MIA,27,23,-3.0,-3.5,1.5369999999999999,1.526,2.67,2.71,44,45
2016,9,2016-11-06,DET,MIN,16,22,-6.0,-4.0,1.395,1.5149999999999999,3.25,2.74,41,42.5
2016,9,2016-11-06,PHI,NYG,28,23,-3.0,-3.0,1.74,1.671,2.2200000000000002,2.35,43,42.5
2016,9,2016-11-07,BUF,SEA,31,25,-7.0,-6.0,1.363,1.444,3.44,3.01,44,43.5
2017,1,2017-09-07,KC,NE,27,42,-8.0,-8.0,1.27,1.226,4.22,4.78,48,47.5
2017,1,2017-09-10,NYG,DAL,19,3,-3.5,-6.0,1.609,1.403,2.48,3.21,48.5,46.5
2017,1,2017-09-10,SEA,GB,17,9,-3.0,-2.5,1.6060000000000001,1.724,2.4900000000000002,2.25,49.5,49.5
2017,1,2017-09-10,CAR,SF,3,23,6.0,4.0,3.31,2.75,1.3839999999999999,1.512,48,45.5
2017,1,2017-09-10,IND,LA,46,9,-3.0,-3.5,1.54,1.5549999999999999,2.66,2.62,42,41.5
2017,1,2017-09-10,NYJ,BUF,21,12,-7.0,-7.0,1.2589999999999999,1.3029999999999999,4.34,3.89,42,42
2017,1,2017-09-10,ATL,CHI,17,23,7.0,6.5,3.52,3.41,1.35,1.367,50.5,48
2017,1,2017-09-10,BAL,CIN,0,20,-3.0,-2.5,1.6990000000000001,1.6990000000000001,2.29,2.29,42.5,41.5
2017,1,2017-09-10,PIT,CLE,18,21,9.0,10.0,4.6900000000000004,4.7300000000000004,1.232,1.2290000000000001,47,47
2017,1,2017-09-10,ARI,DET,35,23,-1.0,2.5,2.02,2.08,1.8839999999999999,1.84,48,48.5
2017,1,2017-09-10,JAX,HOU,7,29,-4.5,-5.0,1.462,1.48,2.93,2.86,40.5,38
2017,1,2017-09-10,OAK,TEN,16,26,-1.0,-2.5,1.8129999999999999,1.7290000000000001,2.11,2.2400000000000002,51.5,49.5
2017,1,2017-09-10,PHI,WAS,17,30,-1.0,1.0,2.04,1.98,1.869,1.925,48,49.5
2017,1,2017-09-11,LAC,DEN,24,21,-3.5,-3.0,1.5609999999999999,1.6890000000000001,2.6,2.31,44,41.5
2017,1,2017-09-11,NO,MIN,29,19,-3.5,-3.0,1.5309999999999999,1.581,2.69,2.5499999999999998,48,47.5
2017,10,2017-11-09,SEA,ARI,16,22,6.0,6.0,3.1,3.22,1.425,1.4,42.5,40
2017,10,2017-11-12,NE,DEN,16,41,7.5,7.0,3.73,3.48,1.3220000000000001,1.357,46,45
2017,10,2017-11-12,DAL,ATL,27,7,-3.0,-3.5,1.641,1.54,2.41,2.66,50.5,49
2017,10,2017-11-12,NYG,SF,31,21,-1.0,3.0,1.8540000000000001,2.44,2.06,1.625,42,41.5
2017,10,2017-11-12,HOU,LA,33,7,-11.5,-12.0,1.1759999999999999,1.153,5.72,6.34,47,45
2017,10,2017-11-12,NO,BUF,10,47,2.0,2.0,2.15,2.15,1.7869999999999999,1.7869999999999999,48.5,48.5
2017,10,2017-11-12,GB,CHI,16,23,-4.5,-4.5,1.4670000000000001,1.4690000000000001,2.92,2.91,38,37.5
2017,10,2017-11-12,CLE,DET,38,24,-13.0,-10.5,1.1479999999999999,1.222,6.52,4.8499999999999996,43.5,42.5
2017,10,2017-11-12,PIT,IND,17,20,10.5,10.5,4.8499999999999996,5.16,1.222,1.204,43,47
2017,10,2017-11-12,LAC,JAX,20,17,-4.0,-5.0,1.4950000000000001,1.4650000000000001,2.81,2.93,41.5,40.5
2017,10,2017-11-12,NYJ,TB,15,10,2.5,-1.0,2.21,1.847,1.746,2.0699999999999998,41,44.5
2017,10,2017-11-12,CIN,TEN,24,20,-5.5,-4.5,1.425,1.4670000000000001,3.1,2.92,40.5,40.5
2017,10,2017-11-12,MIN,WAS,30,38,2.0,1.0,2.02,1.952,1.8839999999999999,1.952,42.5,42.5
2017,10,2017-11-13,MIA,CAR,45,21,-10.0,-8.0,1.25,1.266,4.46,4.26,39.5,38.5
2017,11,2017-11-16,TEN,PIT,40,17,-7.0,-7.0,1.3440000000000001,1.3220000000000001,3.56,3.73,44,44.5
2017,11,2017-11-19,PHI,DAL,9,37,3.5,6.0,2.4900000000000002,3.13,1.6060000000000001,1.4179999999999999,47,48
2017,11,2017-11-19,CIN,DEN,17,20,-2.5,-2.5,1.714,1.6990000000000001,2.27,2.29,40,37.5
2017,11,2017-11-19,NE,OAK,8,33,5.5,7.0,3.52,3.6,1.35,1.3380000000000001,50,54.5
2017,11,2017-11-19,BUF,LAC,54,24,-4.5,-7.0,1.4159999999999999,1.333,3.14,3.64,43.5,41.5
2017,11,2017-11-19,DET,CHI,24,27,3.0,3.0,2.36,2.44,1.6659999999999999,1.625,44,41
2017,11,2017-11-19,JAX,CLE,7,19,7.5,7.5,4.0999999999999996,3.64,1.2809999999999999,1.333,38,37
2017,11,2017-11-19,BAL,GB,0,23,2.0,2.5,2.06,2.2000000000000002,1.8540000000000001,1.7509999999999999,38.5,38.5
2017,11,2017-11-19,ARI,HOU,31,21,0.0,-2.5,1.8540000000000001,1.7509999999999999,2.06,2.2000000000000002,38.5,38
2017,11,2017-11-19,TB,MIA,20,30,0.0,1.0,2.0299999999999998,2.0299999999999998,1.877,1.877,40,44
2017,11,2017-11-19,LA,MIN,24,7,-2.5,-1.0,1.74,1.84,2.2200000000000002,2.08,46,46
2017,11,2017-11-19,WAS,NO,34,31,-7.5,-9.5,1.2769999999999999,1.2629999999999999,4.1399999999999997,4.3,50,52.5
2017,11,2017-11-19,KC,NYG,12,9,11.0,10.0,4.54,4.54,1.2430000000000001,1.2430000000000001,43.5,44.5
2017,11,2017-11-20,ATL,SEA,31,34,-3.0,-1.0,1.645,1.9430000000000001,2.4,1.9610000000000001,45,46
2017,12,2017-11-23,NYG,WAS,20,10,-7.5,-7.0,1.327,1.3220000000000001,3.69,3.73,44.5,44
2017,12,2017-11-23,LAC,DAL,6,28,-2.5,1.0,2.21,2.02,1.746,1.8839999999999999,48,46.5
2017,12,2017-11-23,MIN,DET,23,30,-1.0,2.5,2.16,2.2200000000000002,1.7809999999999999,1.74,44.5,46
2017,12,2017-11-26,GB,PIT,31,28,-13.5,-14.0,1.117,1.113,7.71,7.91,41.5,42.5
2017,12,2017-11-26,JAX,ARI,27,24,4.0,6.0,2.94,3.2,1.46,1.4039999999999999,38,37.5
2017,12,2017-11-26,DEN,OAK,21,14,-5.0,-3.5,1.444,1.4950000000000001,3.01,2.81,43,41
2017,12,2017-11-26,NO,LA,26,20,-2.5,-2.5,1.7090000000000001,1.6990000000000001,2.2799999999999998,2.29,54,54
2017,12,2017-11-26,SEA,SF,13,24,7.0,7.0,3.48,3.52,1.357,1.35,42,44
2017,12,2017-11-26,TB,ATL,34,20,-10.0,-10.5,1.25,1.212,4.46,5,49,47
2017,12,2017-11-26,CLE,CIN,30,16,-8.0,-7.5,1.27,1.3069999999999999,4.22,3.85,38,39
2017,12,2017-11-26,TEN,IND,16,20,4.5,3.0,2.59,2.5499999999999998,1.5640000000000001,1.581,44,46.5
2017,12,2017-11-26,BUF,KC,10,16,-9.5,-8.5,1.222,1.2769999999999999,4.8499999999999996,4.1399999999999997,45,47
2017,12,2017-11-26,MIA,NE,35,17,-17.0,-17.0,1.071,1.0760000000000001,10.44,9.94,47.5,49
2017,12,2017-11-26,CAR,NYJ,27,35,4.5,5.5,2.75,3.11,1.512,1.421,39.5,39.5
2017,12,2017-11-26,CHI,PHI,31,3,-13.5,-14.0,1.117,1.129,7.71,7.18,44,43.5
2017,12,2017-11-27,HOU,BAL,23,16,-7.5,-7.5,1.333,1.2769999999999999,3.64,4.1399999999999997,38,39.5
2017,13,2017-11-30,WAS,DAL,38,14,-1.5,1.5,1.833,2.1,2.09,1.8260000000000001,44.5,47
2017,13,2017-12-03,PHI,SEA,24,10,3.5,3.5,3.01,2.71,1.444,1.526,48,46.5
2017,13,2017-12-03,LA,ARI,16,32,6.5,7.5,3.52,3.8,1.35,1.3129999999999999,45.5,43
2017,13,2017-12-03,NYG,OAK,24,17,-7.5,-9.5,1.3169999999999999,1.25,3.77,4.46,40.5,42
2017,13,2017-12-03,CLE,LAC,19,10,-13.0,-13.5,1.117,1.1319999999999999,7.71,7.07,42.5,45
2017,13,2017-12-03,MIN,ATL,9,14,-3.0,-2.0,1.645,1.8129999999999999,2.4,2.11,47,48.5
2017,13,2017-12-03,DET,BAL,44,20,-3.0,-2.5,1.6990000000000001,1.7749999999999999,2.29,2.17,40,43
2017,13,2017-12-03,NE,BUF,3,23,7.5,7.5,4.38,3.85,1.256,1.3069999999999999,49.5,48.5
2017,13,2017-12-03,SF,CHI,14,15,-4.0,-2.5,1.546,1.714,2.65,2.27,39.5,42
2017,13,2017-12-03,TB,GB,26,20,1.5,-3.0,1.74,1.625,2.2200000000000002,2.44,44,45
2017,13,2017-12-03,IND,JAX,30,10,-8.5,-10.0,1.2430000000000001,1.2270000000000001,4.54,4.7699999999999996,40.5,41
2017,13,2017-12-03,DEN,MIA,35,9,1.0,1.0,1.99,2.06,1.917,1.8540000000000001,38,41
2017,13,2017-12-03,CAR,NO,31,21,-4.0,-5.5,1.4870000000000001,1.403,2.84,3.21,48,47.5
2017,13,2017-12-03,KC,NYJ,38,31,4.0,4.0,2.46,2.7,1.617,1.5289999999999999,43.5,44
2017,13,2017-12-03,HOU,TEN,24,13,-7.5,-7.0,1.357,1.35,3.48,3.52,42,42.5
2017,13,2017-12-04,PIT,CIN,20,23,6.0,4.5,3.1,2.9,1.425,1.4710000000000001,43.5,42.5
2017,14,2017-12-07,NO,ATL,20,17,-1.5,-2.5,2.04,1.7689999999999999,1.869,2.1800000000000002,54.5,51.5
2017,14,2017-12-10,BAL,PIT,39,38,-6.0,-6.0,1.444,1.409,3.01,3.17,43.5,43
2017,14,2017-12-10,PHI,LA,35,43,-1.0,-1.0,1.7929999999999999,1.952,2.14,1.952,51,47.5
2017,14,2017-12-10,DAL,NYG,10,30,6.0,4.0,2.75,2.81,1.512,1.4950000000000001,41,42
2017,14,2017-12-10,TEN,ARI,12,7,3.0,2.5,2.36,2.29,1.6659999999999999,1.6990000000000001,44.5,42
2017,14,2017-12-10,NYJ,DEN,23,0,1.0,1.0,1.97,1.9430000000000001,1.9339999999999999,1.9610000000000001,40.5,40.5
2017,14,2017-12-10,WAS,LAC,30,13,-6.5,-6.0,1.3919999999999999,1.377,3.27,3.35,46,46.5
2017,14,2017-12-10,IND,BUF,13,7,-3.5,-3.5,1.68,1.5549999999999999,2.33,2.62,39.5,36.5
2017,14,2017-12-10,MIN,CAR,31,24,2.0,2.5,2.2599999999999998,2.1800000000000002,1.7190000000000001,1.7689999999999999,42,40.5
2017,14,2017-12-10,CHI,CIN,7,33,-6.0,-6.0,1.3839999999999999,1.3839999999999999,3.31,3.31,37,40.5
2017,14,2017-12-10,GB,CLE,21,27,4.0,2.5,2.4900000000000002,2.1800000000000002,1.6060000000000001,1.7689999999999999,41,38.5
2017,14,2017-12-10,SF,HOU,16,26,-1.5,-1.0,1.671,1.8129999999999999,2.35,2.11,42.5,45.5
