Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5228370813,tigolebitties91,0,255.5,DST Jaguars  FLEX Jalen Coker QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Dallas Goedert WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Jahmyr Gibbs,RB,40.29%,37.6
2,5225193930,elpato82,0,254.93999,DST Jets  FLEX Chris Olave QB Bryce Young RB Bijan Robinson RB D'Andre Swift TE Mark Andrews WR Justin Jefferson WR Christian Watson WR Jalen Coker,,Ja'Marr Chase,WR,29.90%,3.2
3,5240155957,skizums,0,253.83998,DST Steelers  FLEX Ashton Jeanty QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Zay Flowers WR Tetairoa McMillan WR Jalen Coker,,Chris Olave,WR,25.29%,31.2
4,5247708115,cashyobe,0,252.84,DST Jets  FLEX Derrick Henry QB Bryce Young RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Chris Olave WR DJ Moore WR Jalen Coker,,Michael Mayer,TE,25.04%,9.2
5,5230190713,PR1TWO,0,252.5,DST Jaguars  FLEX Dallas Goedert QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Justin Jefferson WR Chris Olave WR Jalen Coker,,Omarion Hampton,RB,19.66%,9.3
6,5253170544,robbwarren1231,0,250.84,DST Jets  FLEX Chris Olave QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Dallas Goedert WR Justin Jefferson WR Luther Burden III WR Jalen Coker,,Jaguars ,DST,19.02%,13
7,5247609510,SenoritaRamirez,0,249.89998,DST Steelers  FLEX D'Andre Swift QB Tyler Shough RB Jahmyr Gibbs RB Ashton Jeanty TE Dallas Goedert WR Chris Olave WR Ladd McConkey WR Devaughn Vele,,Saquon Barkley,RB,17.30%,9
8,5252007067,prd84,0,247.19998,DST Raiders  FLEX Ashton Jeanty QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Jalen Coker,,Amon-Ra St. Brown,WR,16.61%,28.7
9,5252123721,MissDefense85,0,247.06,DST Jaguars  FLEX Breece Hall QB Lamar Jackson RB Derrick Henry RB Ashton Jeanty TE Gunnar Helm WR Zay Flowers WR Christian Watson WR Jalen Coker,,Garrett Wilson,WR,15.64%,13.9
10,5238191084,pooshda,0,245.4,DST Steelers  FLEX Jahmyr Gibbs QB Tyler Shough RB D'Andre Swift RB David Montgomery TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Jalen Coker,,Ladd McConkey,WR,14.40%,19.2
11,5236473059,Tlegault,0,241.59999,DST Jaguars  FLEX Ashton Jeanty QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Chris Godwin Jr. WR Jalen Coker,,Jets ,DST,13.94%,9
12,5248441807,Theebears,0,241.1,DST Steelers  FLEX Sam LaPorta QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,De'Von Achane,RB,13.54%,10.6
13,5251202020,bjhblitz,0,238.09999,DST Steelers  FLEX D'Andre Swift QB Tyler Shough RB Jahmyr Gibbs RB Chuba Hubbard TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Devaughn Vele,,Juwan Johnson,TE,12.62%,14.4
14,5252983096,jpoe6,0,237.43999,DST Jets  FLEX D'Andre Swift QB Bryce Young RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Chris Olave WR Tetairoa McMillan WR Jalen Coker,,Joe Burrow,QB,12.56%,15.16
15,5249681607,brockjb11,0,237.29999,DST Raiders  FLEX Dallas Goedert QB Tyler Shough RB Jahmyr Gibbs RB Bucky Irving TE Juwan Johnson WR Justin Jefferson WR Chris Olave WR Christian Watson,,Tetairoa McMillan,WR,12.55%,11.5
16,5253771288,clutch323,0,236.56,DST Jaguars  FLEX Jonathan Taylor QB Josh Allen RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR DJ Moore WR Jalen Coker WR Devaughn Vele,,Justin Herbert,QB,12.16%,14.26
17,5247012186,thetfont,0,234.48,DST Jaguars  FLEX Dallas Goedert QB Jacoby Brissett RB Jahmyr Gibbs RB Bijan Robinson TE Trey McBride WR Chris Olave WR Jalen Coker WR Devaughn Vele,,Bucky Irving,RB,11.49%,21.3
18,5254076014,canocanstayiguess,0,232.4,DST Steelers  FLEX D'Andre Swift QB Tyler Shough RB Jahmyr Gibbs RB Jonathan Taylor TE Juwan Johnson WR Chris Olave WR Quentin Johnston WR Jalen Coker,,Bijan Robinson,RB,11.40%,31.3
19,5242913066,hootimus,0,231.5,DST Steelers  FLEX Saquon Barkley QB Tyler Shough RB Jahmyr Gibbs RB Jonathan Taylor TE Dallas Goedert WR Chris Olave WR Jalen Coker WR Devaughn Vele,,Steelers ,DST,11.09%,18
20,5251782989,Bucsman44,0,231.3,DST Dolphins  FLEX Chris Olave QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Amon-Ra St. Brown WR Ladd McConkey WR Jalen Coker,,DeVonta Smith,WR,11.05%,8.3
20,5244089324,paulyrocketballzzz,0,231.29999,DST Jaguars  FLEX Derrick Henry QB Tyler Shough RB Jahmyr Gibbs RB Jonathan Taylor TE Juwan Johnson WR Chris Olave WR Jalen Coker WR Tre Tucker,,Tyler Shough,QB,10.51%,29.2
22,5249162237,tjayy3,0,231.09999,DST Bengals  FLEX Devaughn Vele QB Tyler Shough RB Jahmyr Gibbs RB David Montgomery TE Dallas Goedert WR Amon-Ra St. Brown WR Chris Olave WR Garrett Wilson,,Justin Jefferson,WR,10.25%,31.2
23,5251266793,whitefly,0,230.45999,DST Jets  FLEX Jalen Coker QB Josh Allen RB Bijan Robinson RB Derrick Henry TE Dallas Goedert WR Amon-Ra St. Brown WR DJ Moore WR Jauan Jennings,,Quentin Johnston,WR,10.06%,3.7
24,5250212581,kurszewski,0,229.38,DST Raiders  FLEX D'Andre Swift QB Jordan Love RB Ashton Jeanty RB David Montgomery TE Tucker Kraft WR Justin Jefferson WR Christian Watson WR Matthew Golden,,Colston Loveland,TE,9.73%,0
25,5251061662,Justunnatural,0,228.83998,DST Browns  FLEX Jonathan Taylor QB Bryce Young RB Jahmyr Gibbs RB Bucky Irving TE Michael Mayer WR Justin Jefferson WR Chris Olave WR Jalen Coker,,Dallas Goedert,TE,9.50%,23.7
26,5252562435,wauktownsfinest,0,228.49998,DST Bears  FLEX Derrick Henry QB Tyler Shough RB D'Andre Swift RB Bucky Irving TE Dallas Goedert WR Justin Jefferson WR Chris Olave WR Jakobi Meyers,,Chris Godwin Jr.,WR,9.46%,8.3
27,5252705096,nkd89,0,228.34,DST Titans  FLEX Justin Jefferson QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Chris Olave WR Tetairoa McMillan WR Jalen Coker,,Zay Flowers,WR,9.25%,29
28,5253955955,Damaga,0,228.1,DST Bears  FLEX Zay Flowers QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Jalen Coker,,Chase Brown,RB,9.22%,18.8
29,5207176656,BRAD323,0,226.5,DST Steelers  FLEX Bucky Irving QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Juwan Johnson WR Garrett Wilson WR DJ Moore WR Jalen Coker,,Tee Higgins,WR,8.97%,8.9
30,5253349113,Cmattson97,0,226.4,DST Jaguars  FLEX Ashton Jeanty QB Tyler Shough RB Chase Brown RB Bucky Irving TE Michael Mayer WR Justin Jefferson WR Chris Olave WR Jalen Coker,,Luther Burden III,WR,8.95%,10.5
31,5253829237,WhitehorsePK,0,226.29999,DST Jets  FLEX Caleb Douglas QB Tyler Shough RB Jahmyr Gibbs RB Bijan Robinson TE Michael Mayer WR Amon-Ra St. Brown WR Chris Olave WR Christian Watson,,D'Andre Swift,RB,8.93%,35.4
32,5250720978,njgmen82,0,226.16,DST Jets  FLEX D'Andre Swift QB Lamar Jackson RB Jahmyr Gibbs RB Chase Brown TE Dallas Goedert WR Chris Olave WR Jalen Coker WR Tre Tucker,,Devaughn Vele,WR,8.93%,19.9
33,5253801690,fathertoole,0,225.58,DST Titans  FLEX Jalen Coker QB Jordan Love RB Jonathan Taylor RB Bucky Irving TE Dalton Kincaid WR Chris Olave WR Zay Flowers WR Christian Watson,,Tre Tucker,WR,8.67%,4.7
34,5253951529,cbailey1125,0,225.1,DST Jets  FLEX D'Andre Swift QB Tyler Shough RB Jahmyr Gibbs RB Kenny Gainwell TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Jalen Coker,,Jonathan Taylor,RB,8.58%,26.1
35,5253518530,sggray,0,224.00002,DST Buccaneers  FLEX Zay Flowers QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Dalton Schultz WR Chris Olave WR DeVonta Smith WR Jalen Coker,,Parker Washington,WR,7.56%,19.3
35,5252595346,Jbarron13,0,224,DST Jets  FLEX Zay Flowers QB Tyler Shough RB Ashton Jeanty RB D'Andre Swift TE Dallas Goedert WR Chris Olave WR Tetairoa McMillan WR Parker Washington,,Jalen Hurts,QB,7.27%,24.72
37,5253877124,Bondzai,0,223.5,DST Jaguars  FLEX Chris Olave QB Tyler Shough RB Jahmyr Gibbs RB D'Andre Swift TE Michael Mayer WR Amon-Ra St. Brown WR Parker Washington WR Devaughn Vele,,Ashton Jeanty,RB,7.26%,35.7
38,5204912958,byrum,0,223.33998,DST Jets  FLEX Jahmyr Gibbs QB Bryce Young RB Omarion Hampton RB Ashton Jeanty TE Juwan Johnson WR Chris Olave WR Garrett Wilson WR Jalen Coker,,Jared Goff,QB,7.23%,16.44
39,5246302264,jlusch14,0,223.2,DST Buccaneers  FLEX Bucky Irving QB Tyler Shough RB Jahmyr Gibbs RB Ashton Jeanty TE Juwan Johnson WR Amon-Ra St. Brown WR Luther Burden III WR Jalen Coker,,Browns ,DST,7.17%,0
40,5238478656,dashjdk,0,222.64,DST Bears  FLEX Jonathan Taylor QB Bryce Young RB Jahmyr Gibbs RB D'Andre Swift TE Darren Waller WR Zay Flowers WR Tetairoa McMillan WR Jalen Coker,,Jalen Coker,WR,7.01%,36.8
