Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5188007748,nickenyon6,0,123.6,1B Abimelec Ortiz 2B Jazz Chisholm Jr. 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Brandon Nimmo OF Cedric Mullins P Tarik Skubal P Taj Bradley SS Gunnar Henderson,,Tarik Skubal,P,82.61%,13.65
2,5188235624,hsinton,0,118.75,1B Abimelec Ortiz 2B Anthony Seigler 3B Alex Bregman C Carson Kelly OF Cody Bellinger OF Seiya Suzuki OF Dylan Beavers P Zack Wheeler P Tarik Skubal SS Jose Caballero,,Carson Kelly,C,69.57%,4
3,5187767292,griffalicious24,0,115.6,1B Abimelec Ortiz 2B Jazz Chisholm Jr. 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Wyatt Langford OF Dylan Beavers P Tarik Skubal P Taj Bradley SS Gunnar Henderson,,Wyatt Langford,OF,65.22%,5
3,5187780683,CashLineCriminal,0,115.6,1B Abimelec Ortiz 2B Jazz Chisholm Jr. 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Wyatt Langford OF Dylan Beavers P Tarik Skubal P Taj Bradley SS Gunnar Henderson,,Seiya Suzuki,OF,52.17%,5
5,5188222192,jomarjr3,0,111.75,1B Ben Rice 2B Romy Gonzalez 3B Joshua Kuroda-Grauer C Luis Torrens OF James Wood OF Victor Mesa Jr. OF Brewer Hicklen P Zack Wheeler P Tarik Skubal SS Andruw Monasterio,,Alex Bregman,3B,43.48%,30
6,5188273611,Troncat77,0,110.6,1B Abimelec Ortiz 2B Jazz Chisholm Jr. 3B Caleb Durbin C Samuel Basallo OF Seiya Suzuki OF Wyatt Langford OF Brandon Nimmo P Tarik Skubal P Taj Bradley SS Gunnar Henderson,,Zack Wheeler,P,39.13%,35.1
7,5187907006,sanchezisdirty,0,109.75,1B Josh Bell 2B Anthony Seigler 3B J.P. Crawford C Carson Kelly OF Seiya Suzuki OF Wyatt Langford OF Brandon Nimmo P Zack Wheeler P Tarik Skubal SS Jeremy Pena,,Gunnar Henderson,SS,39.13%,13
8,5188273563,brettclarke,0,106.6,1B Jonathan Aranda 2B Edwin Arroyo 3B Caleb Durbin C Carson Kelly OF James Wood OF Jordan Walker OF Wyatt Langford P Tarik Skubal P Taj Bradley SS Ezequiel Duran,,James Wood,OF,34.78%,18
9,5188028243,Chappy0505,0,103.65,1B Josh Bell 2B Jose Caballero 3B Alex Bregman C Carson Kelly OF James Wood OF Wyatt Langford OF Luke Keaschall P Payton Tolle P Dustin May SS Elly De La Cruz,,Brandon Nimmo,OF,34.78%,18
10,5187938026,BeachTrader,0,101.95,1B Michael Busch 2B Oswald Peraza 3B Alex Bregman C Carson Kelly OF Mike Trout OF Jo Adell OF Jorge Soler P Zack Wheeler P Matthew Boyd SS Zach Neto,,Abimelec Ortiz,1B,34.78%,5
11,5188231760,Swizurk,0,100.75,1B Abimelec Ortiz 2B Nico Hoerner 3B Caleb Durbin C Carson Kelly OF Seiya Suzuki OF Wyatt Langford OF Brandon Nimmo P Zack Wheeler P Tarik Skubal SS Gunnar Henderson,,Taj Bradley,P,30.43%,22.95
12,5187980828,jjral11,0,99.6,1B Abimelec Ortiz 2B Anthony Seigler 3B Caleb Durbin C Carson Kelly OF James Wood OF Seiya Suzuki OF Chase DeLauter P Tarik Skubal P Taj Bradley SS Gunnar Henderson,,Ian Seymour,P,21.74%,-2.5
13,5188015103,drunkonpappy,0,97.75,1B Josh Bell 2B Travis Bazzana 3B Caleb Durbin C Samuel Basallo OF Wyatt Langford OF Jasson Dominguez OF Kahlil Watson P Zack Wheeler P Tarik Skubal SS Zach Neto,,Munetaka Murakami,1B,21.74%,4
14,5188213102,LPumphrey54,0,93.8,1B Joc Pederson 2B Nico Hoerner 3B Josh Jung C Keibert Ruiz OF James Wood OF Wyatt Langford OF Brandon Nimmo P Tarik Skubal P Emerson Hancock SS Ezequiel Duran,,Jose Caballero,2B,21.74%,5
15,5188142518,espo4115,0,92.75,1B Munetaka Murakami 2B Richie Palacios 3B Ryan McMahon C Carson Kelly OF James Wood OF Wyatt Langford OF Victor Mesa Jr. P Zack Wheeler P Tarik Skubal SS Jim Jarvis,,Nico Hoerner,2B,21.74%,0
16,5188052893,macyfan,0,92.5,1B Jonathan Aranda 2B Jose Caballero 3B Colson Montgomery C Carson Kelly OF Seiya Suzuki OF Brandon Nimmo OF Cedric Mullins P Tarik Skubal P Matthew Boyd SS Gunnar Henderson,,Dylan Beavers,OF,21.74%,5
17,5188092992,gorillabiscuit,0,90.75,1B Michael Busch 2B Jose Caballero 3B Joshua Kuroda-Grauer C Ivan Herrera OF Lane Thomas OF Esteury Ruiz OF Dylan Beavers P Zack Wheeler P Tarik Skubal SS Zach Neto,,Caleb Durbin,3B,21.74%,2
18,5188234762,Elklvr,0,90.15,1B Munetaka Murakami 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Wyatt Langford OF Brandon Nimmo OF Dylan Beavers P Tarik Skubal P Ian Seymour SS Gunnar Henderson,,Jazz Chisholm Jr.,2B,17.39%,12
19,5188114266,Casey0504,0,88.6,1B Romy Gonzalez 2B Jose Caballero 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Wyatt Langford OF Jasson Dominguez P Zack Wheeler P Ian Seymour SS Colson Montgomery,,Matthew Boyd,P,13.04%,10.85
20,5187934309,Karackta,0,83.6,1B Munetaka Murakami 2B Travis Bazzana 3B Ryan McMahon C Jimmy Crooks OF James Wood OF Jasson Dominguez OF Tristan Peters P Tarik Skubal P Taj Bradley SS Colson Montgomery,,Zach Neto,SS,13.04%,0
21,5187867740,caffeinated_punk,0,80.35,1B Luis Garcia Jr. 2B Joshua Kuroda-Grauer 3B Alex Bregman C Carson Kelly OF James Wood OF Seiya Suzuki OF Wyatt Langford P Ian Seymour P Matthew Boyd SS CJ Abrams,,Colson Montgomery,3B,13.04%,5
22,5188137784,champs21,0,77.15,1B Munetaka Murakami 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Wyatt Langford OF Abimelec Ortiz P Tarik Skubal P Ian Seymour SS Gunnar Henderson,,Samuel Basallo,C,13.04%,14
23,5188107763,AwesemoJames,0,76.15,1B Munetaka Murakami 2B Nico Hoerner 3B Ryan McMahon C Samuel Basallo OF Wyatt Langford OF Brandon Nimmo OF Chase DeLauter P Tarik Skubal P Ian Seymour SS Bobby Witt Jr.,,Jasson Dominguez,OF,13.04%,0
,,,,,,,Josh Bell,1B,13.04%,2
,,,,,,,Anthony Seigler,2B,13.04%,2
,,,,,,,Joshua Kuroda-Grauer,2B,13.04%,5
,,,,,,,Ryan McMahon,3B,13.04%,0
,,,,,,,Travis Bazzana,2B,8.70%,13
,,,,,,,Jonathan Aranda,1B,8.70%,18
,,,,,,,Michael Busch,1B,8.70%,14
,,,,,,,Romy Gonzalez,1B,8.70%,2
,,,,,,,Cedric Mullins,OF,8.70%,0
,,,,,,,Ezequiel Duran,SS,8.70%,6
,,,,,,,Chase DeLauter,OF,8.70%,14
,,,,,,,Victor Mesa Jr.,OF,8.70%,2
,,,,,,,Payton Tolle,P,4.35%,17.85
,,,,,,,Emerson Hancock,P,4.35%,7.15
,,,,,,,Dustin May,P,4.35%,8.8
,,,,,,,Bobby Witt Jr.,SS,4.35%,10
,,,,,,,Ben Rice,1B,4.35%,12
,,,,,,,Elly De La Cruz,SS,4.35%,5
,,,,,,,CJ Abrams,SS,4.35%,3
,,,,,,,Mike Trout,OF,4.35%,6
,,,,,,,Cody Bellinger,OF,4.35%,14
,,,,,,,Jordan Walker,OF,4.35%,14
,,,,,,,Jeremy Pena,SS,4.35%,2
,,,,,,,Luis Garcia Jr.,1B,4.35%,2
,,,,,,,Josh Jung,3B,4.35%,17
,,,,,,,Ivan Herrera,C,4.35%,0
,,,,,,,Lane Thomas,OF,4.35%,13
,,,,,,,Jo Adell,OF,4.35%,0
,,,,,,,Keibert Ruiz,C,4.35%,0
,,,,,,,Jorge Soler,OF,4.35%,0
,,,,,,,Luke Keaschall,OF,4.35%,8
