Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5182632802,tarheel69,0,198.9,1B Luis Garcia Jr. 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Jordan Walker OF Riley Greene OF Dylan Crews P Joe Ryan P Aaron Nola SS Masyn Winn,,Casey Mize,P,41.63%,18.8
2,5182499551,rehillj,0,168.05,1B Luis Garcia Jr. 2B Brandon Lowe 3B Junior Caminero C Carson Kelly OF Riley Greene OF Jake Mangum OF Esmerlyn Valdez P Joe Ryan P Nick Lodolo SS Konnor Griffin,,Cade Cavalli,P,37.43%,0.45
3,5182386463,epot,0,168,1B Luis Garcia Jr. 2B Brandon Lowe 3B Kevin McGonigle C Carson Kelly OF Riley Greene OF Esmerlyn Valdez OF Victor Mesa Jr. P Joe Ryan P Kyle Bradish SS Konnor Griffin,,James Wood,OF,24.56%,6
3,5182466737,AJMIII,0,168,1B Luis Garcia Jr. 2B Brandon Lowe 3B Kevin McGonigle C Carson Kelly OF Riley Greene OF Esmerlyn Valdez OF Victor Mesa Jr. P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Kyle Schwarber,OF,22.46%,2
3,5182699809,razortheguru,0,168,1B Luis Garcia Jr. 2B Brandon Lowe 3B Kevin McGonigle C Carson Kelly OF Riley Greene OF Esmerlyn Valdez OF Victor Mesa Jr. P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Luis Garcia Jr.,1B,21.87%,24
6,5182724877,maleki400,0,165.15,1B Salvador Perez 2B Michael Massey 3B Josh Rojas C Drake Baldwin OF Riley Greene OF Kerry Carpenter OF Lane Thomas P Joe Ryan P Casey Mize SS Bobby Witt Jr.,,Esmerlyn Valdez,OF,20.10%,0
7,5182462508,LoganGrewe50,0,162.05,1B Luis Garcia Jr. 2B Brandon Lowe 3B Curtis Mead C Keibert Ruiz OF James Wood OF Dylan Crews OF Esmerlyn Valdez P Joe Ryan P Nick Lodolo SS Konnor Griffin,,Joe Ryan,P,19.09%,35.35
8,5182728822,skholbrook77,0,159.05,1B Luis Garcia Jr. 2B Brandon Lowe 3B Junior Caminero C Carson Kelly OF Riley Greene OF Daylen Lile OF Esmerlyn Valdez P Joe Ryan P Nick Lodolo SS Konnor Griffin,,Bryce Harper,1B,18.67%,0
8,5182759018,Fishermanfuzz,0,159.05,1B Luis Garcia Jr. 2B Brandon Lowe 3B Junior Caminero C Carson Kelly OF Riley Greene OF Daylen Lile OF Esmerlyn Valdez P Joe Ryan P Nick Lodolo SS Konnor Griffin,,Alec Bohm,3B,18.00%,2
10,5182728195,striz2017,0,158.45,1B Matt Olson 2B Ozzie Albies 3B Nick Gonzales C Drake Baldwin OF Michael Harris II OF Mauricio Dubon OF Austin Martin P Kyle Bradish P Casey Mize SS Konnor Griffin,,Konnor Griffin,SS,17.24%,19
11,5182613718,CF616,0,158.15,1B Luis Garcia Jr. 2B Brandon Lowe 3B Tyler Callihan C Endy Rodriguez OF Esmerlyn Valdez OF Austin Martin OF Isaac Collins P Joe Ryan P Casey Mize SS Bobby Witt Jr.,,Carson Kelly,C,17.07%,9
11,5182770622,PicksMcGee,0,158.15,1B Luis Garcia Jr. 2B Jose Altuve 3B Alex Bregman C Patrick Bailey OF Jordan Walker OF Taylor Ward OF Kerry Carpenter P Joe Ryan P Casey Mize SS Konnor Griffin,,Kyle Bradish,P,16.90%,17.65
13,5182453685,icemike23,0,157.05,1B Luis Garcia Jr. 2B Jose Altuve 3B Kevin McGonigle C Carson Kelly OF Riley Greene OF Daylen Lile OF Esmerlyn Valdez P Joe Ryan P Nick Lodolo SS Bobby Witt Jr.,,Daylen Lile,OF,16.74%,0
13,5182783582,Oxyfide,0,157.05,1B Jac Caglianone 2B Brett Baty 3B Bo Bichette C Salvador Perez OF Juan Soto OF Ryan O'Hearn OF Chase DeLauter P Joe Ryan P Nick Lodolo SS Francisco Lindor,,Yordan Alvarez,OF,16.32%,0
15,5182304426,danno_35,0,156.15,1B Royce Lewis 2B Ozzie Albies 3B Gabriel Arias C Carson Kelly OF Kyle Schwarber OF Juan Soto OF Riley Greene P Joe Ryan P Casey Mize SS Zach McKinstry,,Junior Caminero,3B,14.97%,2
15,5182538839,WaitTilNextYear,0,156.15,1B Luis Garcia Jr. 2B Brandon Lowe 3B Curtis Mead C Keibert Ruiz OF Daylen Lile OF Dylan Crews OF Esmerlyn Valdez P Joe Ryan P Casey Mize SS Konnor Griffin,,Kumar Rocker,P,14.97%,8.15
17,5182364545,srgttsb,0,156.1,1B Luis Garcia Jr. 2B Bryson Stott 3B Alex Bregman C Carson Kelly OF Bryan Reynolds OF Riley Greene OF Jake Mangum P Nolan McLean P Casey Mize SS Dansby Swanson,,CJ Abrams,SS,14.21%,5
18,5182644863,mikebkmm5,0,152.95,1B Matt Olson 2B Ozzie Albies 3B Gabriel Arias C Drake Baldwin OF Michael Harris II OF Sam Antonacci OF Kahlil Watson P Joe Ryan P Ryan Weathers SS Konnor Griffin,,Nolan McLean,P,13.37%,19.3
19,5182386493,krbrownsr,0,150.05,1B Luis Garcia Jr. 2B Brett Baty 3B Eugenio Suarez C Drake Baldwin OF James Wood OF Daylen Lile OF Dylan Crews P Joe Ryan P Nick Lodolo SS CJ Abrams,,Adley Rutschman,C,13.37%,3
20,5182709251,wesol33,0,150,1B Luis Garcia Jr. 2B Jose Altuve 3B Alec Bohm C Carson Kelly OF Yordan Alvarez OF Riley Greene OF Esmerlyn Valdez P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Riley Greene,OF,13.37%,33
20,5182739549,blilly74,0,150,1B Luis Garcia Jr. 2B Jose Altuve 3B Alec Bohm C Carson Kelly OF Yordan Alvarez OF Riley Greene OF Esmerlyn Valdez P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Brandon Marsh,OF,13.29%,3
20,5182749570,bengra99,0,150,1B Luis Garcia Jr. 2B Jose Altuve 3B Alec Bohm C Carson Kelly OF Yordan Alvarez OF Riley Greene OF Esmerlyn Valdez P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Trea Turner,SS,11.86%,0
20,5182806053,cjweber57,0,150,1B Luis Garcia Jr. 2B Jose Altuve 3B Alec Bohm C Carson Kelly OF Yordan Alvarez OF Riley Greene OF Esmerlyn Valdez P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Carter Jensen,C,11.86%,3
24,5182774949,LoganWins,0,149.95,1B Luis Garcia Jr. 2B Brandon Lowe 3B Jose Fermin C Endy Rodriguez OF Bryan Reynolds OF Riley Greene OF Esmerlyn Valdez P Nolan McLean P Kyle Bradish SS Konnor Griffin,,Jose Altuve,2B,11.52%,10
25,5182604262,bweathers19,0,149.25,1B Matt Olson 2B Ozzie Albies 3B Kevin McGonigle C Drake Baldwin OF Michael Harris II OF Riley Greene OF Mauricio Dubon P Casey Mize P Cade Cavalli SS Bo Bichette,,Bryson Stott,2B,10.77%,15
26,5182401734,tbjones2121,0,149,1B Mark Vientos 2B Ozzie Albies 3B Bo Bichette C Drake Baldwin OF Michael Harris II OF Carson Benge OF Tyrone Taylor P Joe Ryan P Kyle Bradish SS Francisco Lindor,,Nick Lodolo,P,9.84%,18.7
27,5182544999,two15,0,148.15,1B Jacob Gonzalez 2B Luke Keaschall 3B Colson Montgomery C Drake Baldwin OF Yordan Alvarez OF Andrew Benintendi OF Mauricio Dubon P Joe Ryan P Casey Mize SS Konnor Griffin,,Bobby Witt Jr.,SS,9.25%,17
28,5182506798,pearale,0,148,1B Luis Garcia Jr. 2B Josh Smith 3B Junior Caminero C Carson Kelly OF Seiya Suzuki OF Riley Greene OF Esmerlyn Valdez P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Tanner Bibee,P,9.08%,-5.2
28,5182594168,BrooklynsFinest55555,0,148,1B Christian Walker 2B Ozzie Albies 3B Colson Montgomery C Endy Rodriguez OF Riley Greene OF Daylen Lile OF Esmerlyn Valdez P Joe Ryan P Kyle Bradish SS Konnor Griffin,,Alec Burleson,1B,8.92%,8
30,5182741046,gorillabiscuit,0,147.65,1B Luis Garcia Jr. 2B Brett Baty 3B Colson Montgomery C Luis Torrens OF Juan Soto OF Kerry Carpenter OF Esmerlyn Valdez P Joe Ryan P Nolan McLean SS Francisco Lindor,,Ozzie Albies,2B,8.66%,7
31,5182745891,johnbrock636,0,147.2,1B Luis Garcia Jr. 2B JJ Wetherholt 3B Curtis Mead C Keibert Ruiz OF Taylor Ward OF Riley Greene OF Bryan Torres P Kyle Bradish P Aaron Nola SS Kevin McGonigle,,Brandon Lowe,2B,8.58%,18
32,5182580210,mcnasty2222,0,147,1B Luis Garcia Jr. 2B Josh Smith 3B Junior Caminero C Carson Kelly OF Chase DeLauter OF Esmerlyn Valdez OF Kahlil Watson P Joe Ryan P Kyle Bradish SS Bobby Witt Jr.,,Tyler O'Neill,OF,8.49%,2
33,5182385579,pickens81,0,146.5,1B Ryan O'Hearn 2B Brandon Lowe 3B Bo Bichette C Endy Rodriguez OF Juan Soto OF Jake Mangum OF Tyrone Taylor P Casey Mize P Nick Lodolo SS Konnor Griffin,,Kevin McGonigle,3B,7.99%,10
