season,week,game_id,team,opp,is_home,off_plays,off_epa,off_pass_plays,off_pass_epa,off_rush_plays,off_rush_epa,off_success,off_plays_gt,off_epa_gt
2016,12,2016_12_SF_MIA,MIA,SF,1,58,13.0963,32,13.4541,26,-0.3578,26,54,14.8453
2016,12,2016_12_SF_MIA,SF,MIA,0,72,9.4,47,4.6102,25,4.7898,34,61,-0.0841
2016,12,2016_12_TEN_CHI,CHI,TEN,1,76,-1.7972,54,2.7822,22,-4.5794,34,52,-12.6862
2016,12,2016_12_TEN_CHI,TEN,CHI,0,51,15.0785,23,13.4836,28,1.595,28,39,16.842
2016,12,2016_12_WAS_DAL,DAL,WAS,1,52,16.9827,25,10.3202,27,6.6625,28,49,17.7385
2016,12,2016_12_WAS_DAL,WAS,DAL,0,73,23.68,54,25.2079,19,-1.5279,35,61,10.5952
2016,13,2016_13_BUF_OAK,BUF,LV,0,69,5.4211,39,-9.0626,30,14.4837,36,55,7.665
2016,13,2016_13_BUF_OAK,LV,BUF,1,68,8.3936,36,8.8818,32,-0.4882,29,61,9.6531
2016,13,2016_13_CAR_SEA,CAR,SEA,0,54,-15.024,33,-6.9938,21,-8.0302,16,23,-11.2297
2016,13,2016_13_CAR_SEA,SEA,CAR,1,71,17.5367,42,7.8669,29,9.6698,36,44,9.746
2016,13,2016_13_DAL_MIN,DAL,MIN,0,48,-8.6843,21,-6.2997,27,-2.3846,19,46,-6.3595
2016,13,2016_13_DAL_MIN,MIN,DAL,1,70,-5.6648,51,-4.0357,19,-1.629,34,70,-5.6648
2016,13,2016_13_DEN_JAX,DEN,JAX,0,54,-15.3448,26,-10.6308,28,-4.714,16,48,-12.7831
2016,13,2016_13_DEN_JAX,JAX,DEN,1,81,-29.1075,43,-30.7875,38,1.68,22,79,-28.9288
2016,13,2016_13_DET_NO,DET,NO,0,68,13.873,45,14.6854,23,-0.8124,36,58,15.1888
2016,13,2016_13_DET_NO,NO,DET,1,56,-7.9247,44,-7.5962,12,-0.3285,23,41,-4.3334
2016,13,2016_13_HOU_GB,GB,HOU,1,57,-1.6495,31,6.5795,26,-8.229,24,53,-0.8084
2016,13,2016_13_HOU_GB,HOU,GB,0,64,-3.2305,37,-3.6542,27,0.4237,27,57,-10.1496
2016,13,2016_13_IND_NYJ,IND,NYJ,0,67,14.8111,30,20.4038,37,-5.5927,30,36,17.6628
2016,13,2016_13_IND_NYJ,NYJ,IND,1,51,-16.4076,38,-11.6178,13,-4.7898,19,24,-7.0433
2016,13,2016_13_KC_ATL,ATL,KC,1,68,-2.4358,38,-5.292,30,2.8562,38,68,-2.4358
2016,13,2016_13_KC_ATL,KC,ATL,0,45,16.2078,26,10.4879,19,5.7199,23,45,16.2078
2016,13,2016_13_LA_NE,LA,NE,0,48,-17.7697,36,-15.7983,12,-1.9714,10,27,-12.8568
2016,13,2016_13_LA_NE,NE,LA,1,73,4.6078,46,0.9025,27,3.7053,32,47,8.5042
2016,13,2016_13_MIA_BAL,BAL,MIA,1,66,13.8188,49,8.4688,17,5.3499,36,37,15.744
2016,13,2016_13_MIA_BAL,MIA,BAL,0,59,-14.3871,43,-11.6801,16,-2.707,24,24,-3.1337
2016,13,2016_13_NYG_PIT,NYG,PIT,0,54,-15.4908,41,-16.9833,13,1.4925,25,46,-15.4166
2016,13,2016_13_NYG_PIT,PIT,NYG,1,69,1.9018,40,10.9885,29,-9.0867,27,53,4.1411
2016,13,2016_13_PHI_CIN,CIN,PHI,1,63,10.4699,31,15.9159,32,-5.446,30,32,9.9588
2016,13,2016_13_PHI_CIN,PHI,CIN,0,79,-4.0413,61,-4.1118,18,0.0705,35,31,-2.9307
2016,13,2016_13_SF_CHI,CHI,SF,1,57,3.463,19,8.4397,38,-4.9767,22,36,9.6988
2016,13,2016_13_SF_CHI,SF,CHI,0,54,-15.8308,21,-15.8653,33,0.0345,17,39,-9.6469
2016,13,2016_13_TB_SD,LAC,TB,1,53,0.3908,28,-3.5921,25,3.9828,26,53,0.3908
2016,13,2016_13_TB_SD,TB,LAC,0,59,9.8231,32,10.5515,27,-0.7284,28,58,10.2277
2016,13,2016_13_WAS_ARI,ARI,WAS,1,70,14.7753,47,14.0324,23,0.7429,34,70,14.7753
2016,13,2016_13_WAS_ARI,WAS,ARI,0,56,3.3475,39,0.2902,17,3.0573,25,56,3.3475
2016,14,2016_14_ARI_MIA,ARI,MIA,0,63,-14.2902,37,-7.7538,26,-6.5364,28,63,-14.2902
2016,14,2016_14_ARI_MIA,MIA,ARI,1,57,-7.2882,26,8.2086,31,-15.4968,21,57,-7.2882
2016,14,2016_14_ATL_LA,ATL,LA,0,57,9.2394,32,13.5971,25,-4.3577,22,30,5.9209
2016,14,2016_14_ATL_LA,LA,ATL,1,67,-20.6119,44,-17.8253,23,-2.7866,27,31,-18.349
2016,14,2016_14_BAL_NE,BAL,NE,0,68,2.3307,54,4.7811,14,-2.4504,28,64,1.4292
2016,14,2016_14_BAL_NE,NE,BAL,1,64,11.1828,39,13.0451,25,-1.8624,30,55,11.2537
2016,14,2016_14_CHI_DET,CHI,DET,0,50,3.3769,33,3.827,17,-0.4501,22,50,3.3769
2016,14,2016_14_CHI_DET,DET,CHI,1,65,-4.7954,38,-4.7027,27,-0.0926,27,65,-4.7954
2016,14,2016_14_CIN_CLE,CIN,CLE,0,70,10.4935,32,3.8759,38,6.6176,39,58,14.8233
2016,14,2016_14_CIN_CLE,CLE,CIN,1,53,-5.9677,31,-11.9895,22,6.0218,18,46,-2.5729
2016,14,2016_14_DAL_NYG,DAL,NYG,0,65,-24.042,40,-25.6646,25,1.6226,16,65,-24.042
2016,14,2016_14_DAL_NYG,NYG,DAL,1,62,-20.7578,31,-11.9112,31,-8.8466,18,62,-20.7578
2016,14,2016_14_DEN_TEN,DEN,TEN,0,64,-8.02,55,2.1337,9,-10.1536,27,64,-8.02
2016,14,2016_14_DEN_TEN,TEN,DEN,1,62,-5.1281,23,-11.4932,39,6.3651,24,59,-2.5044
2016,14,2016_14_HOU_IND,HOU,IND,0,64,-2.3971,25,-5.4141,39,3.017,31,64,-2.3971
2016,14,2016_14_HOU_IND,IND,HOU,1,60,-7.1853,46,-9.3502,14,2.1648,25,60,-7.1853
2016,14,2016_14_MIN_JAX,JAX,MIN,1,65,-2.2604,41,-0.6066,24,-1.6538,21,57,-1.753
2016,14,2016_14_MIN_JAX,MIN,JAX,0,61,3.2917,34,15.1064,27,-11.8147,24,61,3.2917
2016,14,2016_14_NO_TB,NO,TB,0,58,-7.7104,42,-4.8159,16,-2.8944,23,58,-7.7104
2016,14,2016_14_NO_TB,TB,NO,1,61,-2.5786,28,2.8604,33,-5.4391,28,61,-2.5786
2016,14,2016_14_NYJ_SF,NYJ,SF,0,82,4.935,41,-2.8055,41,7.7405,36,82,4.935
2016,14,2016_14_NYJ_SF,SF,NYJ,1,55,-2.4431,28,-9.8572,27,7.4141,21,55,-2.4431
2016,14,2016_14_OAK_KC,KC,LV,1,51,-6.9334,27,-1.8307,24,-5.1027,18,48,-6.2178
2016,14,2016_14_OAK_KC,LV,KC,0,73,-16.4702,42,-17.5771,31,1.1069,24,73,-16.4702
2016,14,2016_14_PIT_BUF,BUF,PIT,1,48,-0.1097,30,3.1518,18,-3.2615,17,35,-12.2749
2016,14,2016_14_PIT_BUF,PIT,BUF,0,70,5.4708,31,-6.0617,39,11.5326,37,49,8.4187
2016,14,2016_14_SD_CAR,CAR,LAC,1,67,-11.4068,29,-7.9494,38,-3.4573,24,43,5.7281
2016,14,2016_14_SD_CAR,LAC,CAR,0,65,-12.5572,45,-8.9787,20,-3.5785,22,41,-14.3701
2016,14,2016_14_SEA_GB,GB,SEA,1,53,8.0667,26,12.1364,27,-4.0697,23,30,10.0633
2016,14,2016_14_SEA_GB,SEA,GB,0,68,-22.4483,42,-21.7698,26,-0.6785,32,41,-17.1814
2016,14,2016_14_WAS_PHI,PHI,WAS,1,77,-3.0621,51,3.572,26,-6.6341,34,77,-3.0621
2016,14,2016_14_WAS_PHI,WAS,PHI,0,45,8.7986,24,3.9193,21,4.8793,20,45,8.7986
2016,15,2016_15_CAR_WAS,CAR,WAS,0,71,3.9356,39,7.4586,32,-3.523,30,57,2.1115
2016,15,2016_15_CAR_WAS,WAS,CAR,1,60,-13.1678,48,-9.2977,12,-3.8701,26,57,-12.27
2016,15,2016_15_CLE_BUF,BUF,CLE,1,66,17.6348,26,8.3639,40,9.271,38,50,18.7666
2016,15,2016_15_CLE_BUF,CLE,BUF,0,54,0.7133,33,0.0474,21,0.6659,20,39,5.9274
2016,15,2016_15_DET_NYG,DET,NYG,0,59,-11.9449,40,-0.8664,19,-11.0785,21,50,-7.0574
2016,15,2016_15_DET_NYG,NYG,DET,1,62,0.9278,30,5.0918,32,-4.164,28,56,3.6687
2016,15,2016_15_GB_CHI,CHI,GB,1,63,5.5569,44,4.8198,19,0.7371,34,59,1.5205
2016,15,2016_15_GB_CHI,GB,CHI,0,57,12.5073,34,2.5816,23,9.9257,26,57,12.5073
2016,15,2016_15_IND_MIN,IND,MIN,0,68,11.7607,28,15.6483,40,-3.8876,33,46,12.9945
2016,15,2016_15_IND_MIN,MIN,IND,1,56,-19.5726,47,-12.1342,9,-7.4383,25,13,-12.3911
2016,15,2016_15_JAX_HOU,HOU,JAX,1,76,-14.6619,47,-7.41,29,-7.2519,30,76,-14.6619
2016,15,2016_15_JAX_HOU,JAX,HOU,0,50,-19.4656,30,-15.9273,20,-3.5383,13,50,-19.4656
2016,15,2016_15_LA_SEA,LA,SEA,0,56,-23.1785,39,-16.2754,17,-6.903,17,34,-16.8702
2016,15,2016_15_LA_SEA,SEA,LA,1,55,7.3815,28,9.3404,27,-1.9589,21,43,4.562
2016,15,2016_15_MIA_NYJ,MIA,NYJ,0,46,9.7172,19,14.9821,27,-5.2649,17,34,12.9833
2016,15,2016_15_MIA_NYJ,NYJ,MIA,1,72,-21.3652,49,-18.0122,23,-3.353,26,46,-14.2297
2016,15,2016_15_NE_DEN,DEN,NE,1,61,-19.6764,44,-16.2251,17,-3.4513,24,52,-17.1469
2016,15,2016_15_NE_DEN,NE,DEN,0,72,-5.3844,34,-0.3433,38,-5.0411,28,60,-0.6591
2016,15,2016_15_NO_ARI,ARI,NO,1,56,11.9583,41,5.9807,15,5.9776,33,49,5.2769
2016,15,2016_15_NO_ARI,NO,ARI,0,81,16.4567,51,13.1052,30,3.3515,41,74,14.7656
2016,15,2016_15_OAK_SD,LAC,LV,1,55,-6.1016,33,2.4253,22,-8.5269,21,55,-6.1016
2016,15,2016_15_OAK_SD,LV,LAC,0,58,-2.277,32,4.1285,26,-6.4056,25,58,-2.277
2016,15,2016_15_PHI_BAL,BAL,PHI,1,55,-3.9513,32,-6.6814,23,2.7301,20,48,1.3839
2016,15,2016_15_PHI_BAL,PHI,BAL,0,82,-4.8019,44,-9.8005,38,4.9986,35,82,-4.8019
2016,15,2016_15_PIT_CIN,CIN,PIT,1,56,-5.4844,28,-4.767,28,-0.7175,24,56,-5.4844
2016,15,2016_15_PIT_CIN,PIT,CIN,0,63,10.7648,37,13.7441,26,-2.9793,32,61,12.134
2016,15,2016_15_SF_ATL,ATL,SF,1,65,20.9584,25,22.5503,40,-1.5918,36,43,15.9822
2016,15,2016_15_SF_ATL,SF,ATL,0,55,-3.458,35,0.8027,20,-4.2607,22,30,-0.581
2016,15,2016_15_TB_DAL,DAL,TB,1,70,5.3931,39,2.7615,31,2.6316,36,66,7.0559
2016,15,2016_15_TB_DAL,TB,DAL,0,59,-7.9214,39,-3.0729,20,-4.8485,23,58,-8.0593
2016,15,2016_15_TEN_KC,KC,TEN,1,57,-3.4622,29,-3.8344,28,0.3722,22,57,-3.4622
2016,15,2016_15_TEN_KC,TEN,KC,0,62,-2.6362,34,-8.8908,28,6.2546,30,62,-2.6362
2016,16,2016_16_ARI_SEA,ARI,SEA,0,56,5.0903,28,9.2143,28,-4.124,25,53,6.5887
2016,16,2016_16_ARI_SEA,SEA,ARI,1,79,-1.0777,52,6.9973,27,-8.075,31,73,-7.1011
2016,16,2016_16_ATL_CAR,ATL,CAR,0,61,15.7743,37,10.2475,24,5.5267,31,49,18.7133
2016,16,2016_16_ATL_CAR,CAR,ATL,1,67,-11.6851,45,-15.2982,22,3.6131,25,44,-12.3146
2016,16,2016_16_BAL_PIT,BAL,PIT,0,73,6.3575,47,5.2194,26,1.1381,28,73,6.3575
2016,16,2016_16_BAL_PIT,PIT,BAL,1,52,9.3469,31,4.1843,21,5.1626,34,52,9.3469
2016,16,2016_16_CIN_HOU,CIN,HOU,0,63,-9.3952,44,-5.6803,19,-3.7149,27,63,-9.3952
2016,16,2016_16_CIN_HOU,HOU,CIN,1,57,-12.6168,33,-8.7927,24,-3.8242,18,57,-12.6168
2016,16,2016_16_DEN_KC,DEN,KC,0,57,-14.603,43,-13.6619,14,-0.9411,19,43,-9.5669
2016,16,2016_16_DEN_KC,KC,DEN,1,73,12.801,37,3.3528,36,9.4482,32,56,11.2001
2016,16,2016_16_DET_DAL,DAL,DET,1,52,21.9243,22,18.3495,30,3.5748,27,36,19.6539
2016,16,2016_16_DET_DAL,DET,DAL,0,70,2.2836,50,-2.9819,20,5.2654,32,53,8.4183
2016,16,2016_16_IND_OAK,IND,LV,0,53,4.8323,30,10.2572,23,-5.4248,31,31,-4.3117
2016,16,2016_16_IND_OAK,LV,IND,1,69,15.8556,35,11.0242,34,4.8314,34,42,18.9197
2016,16,2016_16_MIA_BUF,BUF,MIA,1,89,18.9069,41,18.5237,48,0.3832,48,89,18.9069
2016,16,2016_16_MIA_BUF,MIA,BUF,0,66,18.4456,29,7.25,37,11.1956,31,66,18.4456
2016,16,2016_16_MIN_GB,GB,MIN,1,58,9.6641,43,11.0417,15,-1.3776,25,36,11.6053
2016,16,2016_16_MIN_GB,MIN,GB,0,75,3.7213,54,8.7336,21,-5.0124,35,43,-1.3623
2016,16,2016_16_NYG_PHI,NYG,PHI,0,88,-3.09,63,-3.3115,25,0.2215,38,88,-3.09
2016,16,2016_16_NYG_PHI,PHI,NYG,1,53,-4.1313,24,0.6412,29,-4.7725,20,53,-4.1313
2016,16,2016_16_NYJ_NE,NE,NYJ,1,67,7.9322,30,12.228,37,-4.2957,28,33,3.2443
2016,16,2016_16_NYJ_NE,NYJ,NE,0,55,-20.0382,26,-15.2646,29,-4.7736,20,24,-14.7654
2016,16,2016_16_SD_CLE,CLE,LAC,1,66,-3.9239,37,-4.5291,29,0.6052,20,66,-3.9239
2016,16,2016_16_SD_CLE,LAC,CLE,0,64,4.5123,45,9.879,19,-5.3668,24,64,4.5123
2016,16,2016_16_SF_LA,LA,SF,1,56,-15.2077,28,-13.1117,28,-2.0961,16,56,-15.2077
2016,16,2016_16_SF_LA,SF,LA,0,68,-3.2792,41,0.141,27,-3.4202,29,62,-8.632
2016,16,2016_16_TB_NO,NO,TB,1,65,12.6199,36,8.0092,29,4.6107,36,58,14.4619
2016,16,2016_16_TB_NO,TB,NO,0,58,5.8332,37,7.0174,21,-1.1842,30,57,2.965
2016,16,2016_16_TEN_JAX,JAX,TEN,1,68,7.2162,41,15.7688,27,-8.5526,34,60,8.4585
2016,16,2016_16_TEN_JAX,TEN,JAX,0,64,-10.3183,45,-6.4308,19,-3.8875,26,43,-4.0488
2016,16,2016_16_WAS_CHI,CHI,WAS,1,67,-1.9023,41,-5.5171,26,3.6148,35,38,1.273
2016,16,2016_16_WAS_CHI,WAS,CHI,0,63,21.4969,29,5.9332,34,15.5637,34,48,23.0808
2016,17,2016_17_ARI_LA,ARI,LA,0,67,2.1826,43,5.4011,24,-3.2185,26,47,4.9072
2016,17,2016_17_ARI_LA,LA,ARI,1,57,-45.3878,35,-38.5718,22,-6.816,16,31,-25.1614
2016,17,2016_17_BAL_CIN,BAL,CIN,0,70,-10.0101,54,-14.0997,16,4.0896,32,55,-6.0437
2016,17,2016_17_BAL_CIN,CIN,BAL,1,64,7.8983,28,5.027,36,2.8713,31,40,13.2381
2016,17,2016_17_BUF_NYJ,BUF,NYJ,0,62,-25.2886,34,-14.1744,28,-11.1142,22,44,-17.8208
2016,17,2016_17_BUF_NYJ,NYJ,BUF,1,60,-5.9597,31,5.3488,29,-11.3085,22,47,0.9144
2016,17,2016_17_CAR_TB,CAR,TB,0,68,-9.0513,36,-6.4059,32,-2.6453,29,68,-9.0513
2016,17,2016_17_CAR_TB,TB,CAR,1,62,-10.6798,38,-10.7887,24,0.109,21,62,-10.6798
2016,17,2016_17_CHI_MIN,CHI,MIN,0,59,-15.5758,22,-8.9514,37,-6.6244,29,46,-4.3128
2016,17,2016_17_CHI_MIN,MIN,CHI,1,59,9.3379,34,9.7158,25,-0.3779,27,42,13.7193
2016,17,2016_17_CLE_PIT,CLE,PIT,0,77,2.3461,44,1.9199,33,0.4262,38,76,2.781
2016,17,2016_17_CLE_PIT,PIT,CLE,1,69,1.96,41,8.323,28,-6.363,26,69,1.96
2016,17,2016_17_DAL_PHI,DAL,PHI,0,52,-14.9676,32,-10.4878,20,-4.4799,20,47,-14.4283
2016,17,2016_17_DAL_PHI,PHI,DAL,1,75,0.9033,45,1.6765,30,-0.7732,36,72,-0.9119
2016,17,2016_17_GB_DET,DET,GB,1,64,9.0352,43,9.7911,21,-0.7559,30,56,5.7183
2016,17,2016_17_GB_DET,GB,DET,0,69,21.7793,41,16.6404,28,5.139,41,67,21.4905
2016,17,2016_17_HOU_TEN,HOU,TEN,0,72,-2.4924,51,-2.2674,21,-0.225,29,64,-9.1899
2016,17,2016_17_HOU_TEN,TEN,HOU,1,58,-4.4365,30,-2.3769,28,-2.0596,19,50,-1.5826
2016,17,2016_17_JAX_IND,IND,JAX,1,64,0.0928,42,5.2864,22,-5.1936,30,64,0.0928
2016,17,2016_17_JAX_IND,JAX,IND,0,71,3.5277,41,0.255,30,3.2727,35,71,3.5277
2016,17,2016_17_KC_SD,KC,LAC,0,60,6.6656,29,10.2353,31,-3.5697,30,48,8.8353
2016,17,2016_17_KC_SD,LAC,KC,1,64,5.53,38,2.7418,26,2.7882,31,40,-0.0374
2016,17,2016_17_NE_MIA,MIA,NE,1,57,-8.6323,34,-2.514,23,-6.1183,26,48,-3.8339
2016,17,2016_17_NE_MIA,NE,MIA,0,63,19.5742,34,14.5703,29,5.0039,36,52,20.5268
2016,17,2016_17_NO_ATL,ATL,NO,1,58,20.587,37,17.9792,21,2.6078,29,25,23.2034
2016,17,2016_17_NO_ATL,NO,ATL,0,76,12.4445,52,6.3776,24,6.067,34,33,4.375
2016,17,2016_17_NYG_WAS,NYG,WAS,0,69,-5.0667,28,-0.6864,41,-4.3804,24,67,-3.6951
2016,17,2016_17_NYG_WAS,WAS,NYG,1,54,-16.353,39,-11.3175,15,-5.0356,20,53,-9.5585
2016,17,2016_17_OAK_DEN,DEN,LV,1,65,-2.756,27,6.8652,38,-9.6212,21,35,13.9112
2016,17,2016_17_OAK_DEN,LV,DEN,0,51,-26.006,35,-17.7196,16,-8.2864,18,27,-11.0616
2016,17,2016_17_SEA_SF,SEA,SF,0,63,5.8395,40,7.1299,23,-1.2904,26,63,5.8395
2016,17,2016_17_SEA_SF,SF,SEA,1,57,-7.5726,27,4.2989,30,-11.8715,25,57,-7.5726
2017,1,2017_01_ARI_DET,ARI,DET,0,68,-19.3698,50,-10.9968,18,-8.3731,27,56,-16.3846
2017,1,2017_01_ARI_DET,DET,ARI,1,71,-9.7987,44,-2.8844,27,-6.9143,28,69,-9.2563
2017,1,2017_01_ATL_CHI,ATL,CHI,0,53,12.5841,32,13.5157,21,-0.9316,25,53,12.5841
2017,1,2017_01_ATL_CHI,CHI,ATL,1,63,0.8949,44,-6.9594,19,7.8543,24,63,0.8949
2017,1,2017_01_BAL_CIN,BAL,CIN,0,60,-4.349,18,-0.3362,42,-4.0128,20,35,1.1808
2017,1,2017_01_BAL_CIN,CIN,BAL,1,58,-30.3336,36,-29.3642,22,-0.9694,16,37,-20.3932
2017,1,2017_01_CAR_SF,CAR,SF,0,59,-2.2263,24,2.6765,35,-4.9028,22,36,-2.8892
2017,1,2017_01_CAR_SF,SF,CAR,1,54,-22.3174,39,-15.5657,15,-6.7517,21,35,-20.6968
2017,1,2017_01_IND_LA,IND,LA,0,48,-28.8535,25,-25.5452,23,-3.3083,15,26,-15.1305
2017,1,2017_01_IND_LA,LA,IND,1,61,4.4033,31,10.5291,30,-6.1258,24,27,5.9045
2017,1,2017_01_JAX_HOU,HOU,JAX,1,69,-38.8329,46,-38.5454,23,-0.2874,23,42,-21.5826
2017,1,2017_01_JAX_HOU,JAX,HOU,0,58,3.7183,21,1.9233,37,1.795,26,44,6.6129
2017,1,2017_01_KC_NE,KC,NE,0,62,22.2405,38,17.5607,24,4.6797,35,58,19.6571
2017,1,2017_01_KC_NE,NE,KC,1,73,-5.3032,39,1.7539,34,-7.0571,28,70,-2.8433
2017,1,2017_01_LAC_DEN,DEN,LAC,1,67,-0.5219,32,5.6489,35,-6.1708,28,53,12.7598
2017,1,2017_01_LAC_DEN,LAC,DEN,0,56,-3.902,34,2.6188,22,-6.5208,24,44,-4.4215
2017,1,2017_01_NO_MIN,MIN,NO,1,61,18.7568,33,21.0961,28,-2.3393,25,50,18.2178
2017,1,2017_01_NO_MIN,NO,MIN,0,59,6.479,38,9.7418,21,-3.2627,29,40,-1.5137
2017,1,2017_01_NYG_DAL,DAL,NYG,1,70,5.6692,39,6.024,31,-0.3548,34,48,7.8241
2017,1,2017_01_NYG_DAL,NYG,DAL,0,52,-7.4186,41,-6.144,11,-1.2746,24,42,-10.9158
2017,1,2017_01_NYJ_BUF,BUF,NYJ,1,69,5.6645,30,4.1057,39,1.5588,26,62,8.7988
2017,1,2017_01_NYJ_BUF,NYJ,BUF,0,55,-11.4145,41,-12.8479,14,1.4334,18,54,-8.4461
2017,1,2017_01_OAK_TEN,LV,TEN,0,62,9.4625,34,9.318,28,0.1445,28,57,12.0155
2017,1,2017_01_OAK_TEN,TEN,LV,1,63,3.1664,42,4.674,21,-1.5076,26,57,1.7696
2017,1,2017_01_PHI_WAS,PHI,WAS,0,65,-3.2827,42,9.5323,23,-12.8151,27,64,-4.3357
2017,1,2017_01_PHI_WAS,WAS,PHI,1,61,-15.9663,44,-14.4753,17,-1.4911,23,55,-14.9005
2017,1,2017_01_PIT_CLE,CLE,PIT,1,63,-8.7716,37,-2.4922,26,-6.2794,25,63,-8.7716
2017,1,2017_01_PIT_CLE,PIT,CLE,0,51,-0.6618,37,4.3663,14,-5.0281,19,47,-0.0945
2017,1,2017_01_SEA_GB,GB,SEA,1,71,0.5921,46,2.1717,25,-1.5796,31,64,0.4006
2017,1,2017_01_SEA_GB,SEA,GB,0,48,-12.4952,30,-10.328,18,-2.1672,19,48,-12.4952
2017,2,2017_02_ARI_IND,ARI,IND,0,64,-2.6999,40,1.3364,24,-4.0362,25,64,-2.6999
2017,2,2017_02_ARI_IND,IND,ARI,1,70,-10.5427,41,-6.0082,29,-4.5346,26,70,-10.5427
2017,2,2017_02_BUF_CAR,BUF,CAR,0,51,-13.4652,28,-5.8644,23,-7.6008,17,51,-13.4652
2017,2,2017_02_BUF_CAR,CAR,BUF,1,65,-7.3731,38,-0.9601,27,-6.4129,26,65,-7.3731
2017,2,2017_02_CHI_TB,CHI,TB,0,62,-15.1776,46,-6.6891,16,-8.4885,27,25,-13.3799
2017,2,2017_02_CHI_TB,TB,CHI,1,65,-0.6076,33,1.5493,32,-2.1568,28,25,1.7939
2017,2,2017_02_CLE_BAL,BAL,CLE,1,67,-2.3033,36,6.6689,31,-8.9723,29,52,4.0762
2017,2,2017_02_CLE_BAL,CLE,BAL,0,66,-14.2315,45,-13.4957,21,-0.7358,20,53,-10.6093
2017,2,2017_02_DAL_DEN,DAL,DEN,0,66,-22.7527,52,-18.6547,14,-4.098,26,26,-8.4605
2017,2,2017_02_DAL_DEN,DEN,DAL,1,72,5.4576,34,5.7062,38,-0.2486,38,57,13.5402
2017,2,2017_02_DET_NYG,DET,NYG,0,56,-4.3058,24,-0.9136,32,-3.3922,19,44,-0.4708
2017,2,2017_02_DET_NYG,NYG,DET,1,55,-14.234,37,-8.4491,18,-5.7849,18,39,-8.2616
2017,2,2017_02_GB_ATL,ATL,GB,1,58,11.3317,31,8.6312,27,2.7005,31,35,12.7962
2017,2,2017_02_GB_ATL,GB,ATL,0,68,5.4099,54,4.3986,14,1.0114,37,30,-11.1611
2017,2,2017_02_HOU_CIN,CIN,HOU,1,62,-19.348,38,-9.4058,24,-9.9422,19,62,-19.348
2017,2,2017_02_HOU_CIN,HOU,CIN,0,62,-8.5209,27,-4.7894,35,-3.7315,25,59,-6.7699
2017,2,2017_02_MIA_LAC,LAC,MIA,1,54,10.2827,40,11.5092,14,-1.2264,29,54,10.2827
2017,2,2017_02_MIA_LAC,MIA,LAC,0,67,8.651,36,8.2924,31,0.3586,28,67,8.651
2017,2,2017_02_MIN_PIT,MIN,PIT,0,60,-12.3562,40,-11.9452,20,-0.411,21,48,-5.5292
2017,2,2017_02_MIN_PIT,PIT,MIN,1,67,0.7755,37,4.2364,30,-3.4609,28,53,1.2507
2017,2,2017_02_NE_NO,NE,NO,0,72,23.4766,41,25.0897,31,-1.6131,38,49,18.5852
2017,2,2017_02_NE_NO,NO,NE,1,62,2.3884,45,2.5925,17,-0.2041,28,44,-1.5685
2017,2,2017_02_NYJ_OAK,LV,NYJ,1,55,22.893,28,16.9186,27,5.9744,28,39,16.3077
2017,2,2017_02_NYJ_OAK,NYJ,LV,0,52,3.0692,28,-1.0678,24,4.137,28,37,4.5664
2017,2,2017_02_PHI_KC,KC,PHI,1,51,8.1034,32,4.0833,19,4.0201,22,47,5.4531
2017,2,2017_02_PHI_KC,PHI,KC,0,69,7.0906,52,3.6658,17,3.4248,34,56,0.9872
2017,2,2017_02_SF_SEA,SEA,SF,1,75,-4.4085,42,-1.9908,33,-2.4176,26,75,-4.4085
2017,2,2017_02_SF_SEA,SF,SEA,0,48,-11.3025,29,-15.9088,19,4.6064,14,48,-11.3025
2017,2,2017_02_TEN_JAX,JAX,TEN,1,62,-8.2442,37,-10.5733,25,2.3291,28,42,-18.041
2017,2,2017_02_TEN_JAX,TEN,JAX,0,62,11.7343,28,3.5227,34,8.2116,32,42,-3.0018
2017,2,2017_02_WAS_LA,LA,WAS,1,48,-0.4753,27,4.8922,21,-5.3676,19,48,-0.4753
2017,2,2017_02_WAS_LA,WAS,LA,0,68,8.6838,29,5.3624,39,3.3214,31,65,12.687
2017,3,2017_03_ATL_DET,ATL,DET,0,64,-0.5169,37,-5.5984,27,5.0816,33,64,-0.5169
2017,3,2017_03_ATL_DET,DET,ATL,1,66,-8.8225,47,-4.9834,19,-3.8391,25,66,-8.8225
2017,3,2017_03_BAL_JAX,BAL,JAX,0,54,-24.8928,29,-18.1157,25,-6.7771,20,15,-15.7872
2017,3,2017_03_BAL_JAX,JAX,BAL,1,65,17.9163,33,13.9022,32,4.0141,30,34,12.5604
2017,3,2017_03_CIN_GB,CIN,GB,0,59,3.1156,30,6.1203,29,-3.0047,27,59,3.1156
2017,3,2017_03_CIN_GB,GB,CIN,1,65,-5.8167,48,-4.8484,17,-0.9683,27,65,-5.8167
2017,3,2017_03_CLE_IND,CLE,IND,0,69,-1.067,48,-6.517,21,5.45,29,54,-3.5188
2017,3,2017_03_CLE_IND,IND,CLE,1,62,-1.1962,27,2.6431,35,-3.8393,20,43,10.5347
2017,3,2017_03_DAL_ARI,ARI,DAL,1,75,-4.8076,54,1.2118,21,-6.0194,28,65,-0.698
2017,3,2017_03_DAL_ARI,DAL,ARI,0,44,4.2062,19,3.7009,25,0.5053,16,41,6.1364
2017,3,2017_03_DEN_BUF,BUF,DEN,1,60,-1.8352,30,5.6057,30,-7.4408,23,57,-0.7567
