Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
15,5186786643,micAngelo,0,89.35,1B Rafael Devers 2B Tommy Edman 3B Casey Schmitt C Dalton Rushing OF Kyle Tucker OF Heliot Ramos OF Andy Pages P Robbie Ray P Shane Bieber SS Mookie Betts,,Luis Arraez,2B,30.43%,18
16,5186763666,gorillabiscuit,0,85.35,1B Freddie Freeman 2B Ketel Marte 3B Kazuma Okamoto C Gabriel Moreno OF George Springer OF Kyle Tucker OF Corbin Carroll P Robbie Ray P Shane Bieber SS Geraldo Perdomo,,George Springer,OF,26.09%,3
17,5186806825,SnowGoon99,0,82.35,1B Freddie Freeman 2B Ketel Marte 3B Kazuma Okamoto C Alejandro Kirk OF Tommy Edman OF Heliot Ramos OF Andy Pages P Robbie Ray P Shane Bieber SS Mookie Betts,,Jackson Merrill,OF,26.09%,9
17,5186834517,Bulldawg633,0,82.35,1B Freddie Freeman 2B Ketel Marte 3B Kazuma Okamoto C Alejandro Kirk OF Tommy Edman OF Heliot Ramos OF Andy Pages P Robbie Ray P Shane Bieber SS Mookie Betts,,Alejandro Kirk,C,26.09%,7
19,5186805248,Dodgerboy1023,0,81.8,1B Vladimir Guerrero Jr. 2B Ketel Marte 3B Casey Schmitt C Alejandro Kirk OF Teoscar Hernandez OF Andy Pages OF Corbin Carroll P Robbie Ray P JP Sears SS Mookie Betts,,Vladimir Guerrero Jr.,1B,21.74%,11
20,5186838509,BLHOLT15,0,77.25,1B TJ Rumfield 2B Miguel Rojas 3B Manny Machado C Hunter Goodman OF George Springer OF Fernando Tatis Jr. OF Drew Gilbert P Eduardo Rodriguez P JP Sears SS Geraldo Perdomo,,Freddie Freeman,1B,21.74%,0
21,5186767163,jdeiros,0,76.35,1B Freddie Freeman 2B Ketel Marte 3B Kazuma Okamoto C Hunter Goodman OF Fernando Tatis Jr. OF Jackson Merrill OF Cole Carrigg P Robbie Ray P Shane Bieber SS Ernie Clement,,Eduardo Rodriguez,P,21.74%,18.7
22,5186791937,LadyNoLuck,0,59.8,1B Bryce Eldridge 2B Ketel Marte 3B Casey Schmitt C Gabriel Moreno OF Fernando Tatis Jr. OF Heliot Ramos OF Corbin Carroll P Robbie Ray P JP Sears SS Willy Adames,,Manny Machado,3B,21.74%,6
23,5186826310,Doc_Piqua,0,49.8,1B Freddie Freeman 2B Tommy Edman 3B Manny Machado C Drew Cavanaugh OF Teoscar Hernandez OF Fernando Tatis Jr. OF Jackson Merrill P Robbie Ray P JP Sears SS Mookie Betts,,Casey Schmitt,SS,17.39%,8
,,,,,,,Tommy Edman,OF,17.39%,7
,,,,,,,Kyle Tucker,OF,13.04%,5
,,,,,,,Geraldo Perdomo,SS,13.04%,9
,,,,,,,Tommy Edman,2B,8.70%,7
,,,,,,,Willy Adames,SS,8.70%,2
,,,,,,,Teoscar Hernandez,OF,8.70%,0
,,,,,,,Ernie Clement,2B,8.70%,8
,,,,,,,Ernie Clement,SS,4.35%,8
,,,,,,,Cole Carrigg,OF,4.35%,4
,,,,,,,Dalton Rushing,C,4.35%,0
,,,,,,,Bryce Eldridge,1B,4.35%,2
,,,,,,,Mickey Moniak,OF,4.35%,5
,,,,,,,Kyle Karros,3B,4.35%,13
,,,,,,,Drew Cavanaugh,C,4.35%,5
,,,,,,,Miguel Rojas,2B,4.35%,10
,,,,,,,Drew Gilbert,OF,4.35%,5
,,,,,,,TJ Rumfield,1B,4.35%,10
,,,,,,,Xander Bogaerts,SS,4.35%,16
