Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
13,5192710841,stratz,0,80.6,1B Michael Busch 2B Ernie Clement 3B Eugenio Suarez C Kyle Teel OF JJ Bleday OF Ian Happ OF Austin Martin P Matthew Boyd P Shane Bieber SS Elly De La Cruz,,TJ Rumfield,1B,26.09%,29
14,5192817405,papiruso,0,76.35,1B Spencer Steer 2B Edwin Arroyo 3B Sal Stewart C Brett Sullivan OF Cole Carrigg OF Jonatan Clase OF Dane Myers P Taj Bradley P Matthew Boyd SS Elly De La Cruz,,Dane Myers,OF,21.74%,2
15,5192783484,louka001,0,73.4,1B Josh Bell 2B Chase Meidroth 3B Eugenio Suarez C Miguel Amaya OF Jake McCarthy OF Sam Antonacci OF Braden Montgomery P Taj Bradley P Davis Martin SS Elly De La Cruz,,Brett Sullivan,C,21.74%,10
16,5192811525,dfwinscom,0,73.35,1B Spencer Steer 2B Edwin Arroyo 3B Sal Stewart C Alejandro Kirk OF Mickey Moniak OF Cole Carrigg OF George Springer P Taj Bradley P Matthew Boyd SS Ernie Clement,,Michael Busch,1B,17.39%,18
17,5192814526,massdestruct1,0,72.4,1B TJ Rumfield 2B Chase Meidroth 3B Brooks Lee C Kyle Teel OF JJ Bleday OF Andrew Benintendi OF Tristan Peters P Taj Bradley P Davis Martin SS Elly De La Cruz,,Sal Stewart,1B,17.39%,0
18,5192820214,cwinston007,0,70.35,1B Munetaka Murakami 2B Ernie Clement 3B Miguel Vargas C Brett Sullivan OF Troy Johnston OF Cole Carrigg OF Tristan Peters P Taj Bradley P Matthew Boyd SS Colson Montgomery,,Davis Martin,P,17.39%,17.15
19,5192817345,BigDons17,0,65.4,1B Josh Bell 2B Edwin Arroyo 3B Kazuma Okamoto C Alejandro Kirk OF Jake McCarthy OF Ian Happ OF Troy Johnston P Taj Bradley P Davis Martin SS Elly De La Cruz,,Kazuma Okamoto,3B,17.39%,0
20,5192692269,jc000000,0,55.35,1B Vladimir Guerrero Jr. 2B Ernie Clement 3B Sal Stewart C Victor Caratini OF JJ Bleday OF George Springer OF Jonatan Clase P Taj Bradley P Matthew Boyd SS Colson Montgomery,,Kyle Teel,C,17.39%,0
21,5192754967,bluenick10,0,53.75,1B Sal Stewart 2B Ernie Clement 3B Kazuma Okamoto C Alejandro Kirk OF Spencer Steer OF Daulton Varsho OF Nathan Lukes P Taj Bradley P Shane Bieber SS Elly De La Cruz,,George Springer,OF,17.39%,5
22,5192678917,LadyNoLuck,0,47.35,1B Sal Stewart 2B Ernie Clement 3B Eugenio Suarez C Alejandro Kirk OF Spencer Steer OF Jonatan Clase OF Dane Myers P Taj Bradley P Matthew Boyd SS Elly De La Cruz,,Spencer Steer,1B,17.39%,5
23,5192686429,kyevil1,0,46.25,1B Sal Stewart 2B Chase Meidroth 3B Kazuma Okamoto C Alejandro Kirk OF Pete Crow-Armstrong OF Troy Johnston OF Luke Keaschall P Davis Martin P Matthew Boyd SS Ernie Clement,,Jose Trevino,C,13.04%,31
,,,,,,,Jonatan Clase,OF,13.04%,2
,,,,,,,Troy Johnston,OF,13.04%,0
,,,,,,,Chase Meidroth,2B,13.04%,3
,,,,,,,Ernie Clement,SS,13.04%,0
,,,,,,,Colson Montgomery,SS,13.04%,2
,,,,,,,Ian Happ,OF,13.04%,4
,,,,,,,Spencer Steer,OF,8.70%,5
,,,,,,,Pete Crow-Armstrong,OF,8.70%,0
,,,,,,,Nathan Lukes,OF,8.70%,0
,,,,,,,Vladimir Guerrero Jr.,1B,8.70%,12
,,,,,,,Brooks Lee,3B,8.70%,3
,,,,,,,Alex Bregman,3B,8.70%,0
,,,,,,,Sam Antonacci,OF,8.70%,0
,,,,,,,Josh Bell,1B,8.70%,3
,,,,,,,Miguel Amaya,C,8.70%,9
,,,,,,,Tristan Peters,OF,8.70%,0
,,,,,,,Luke Keaschall,OF,4.35%,3
,,,,,,,Victor Caratini,C,4.35%,3
,,,,,,,Austin Martin,OF,4.35%,0
,,,,,,,Daulton Varsho,OF,4.35%,5
,,,,,,,Ryan Jeffers,C,4.35%,5
,,,,,,,Nico Hoerner,2B,4.35%,16
,,,,,,,Braden Montgomery,OF,4.35%,5
,,,,,,,Ryan Kreidler,OF,4.35%,0
,,,,,,,Willi Castro,2B,4.35%,5
,,,,,,,Mickey Moniak,OF,4.35%,12
,,,,,,,Andrew Benintendi,OF,4.35%,2
,,,,,,,Miguel Vargas,3B,4.35%,5
,,,,,,,Munetaka Murakami,1B,4.35%,7
