Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5181029619,chuckface8,0,211.15,1B Rafael Devers 2B Luis Arraez 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Lawrence Butler P Jake Bennett P Luis Castillo SS Ezequiel Tovar,,Dylan Cease,P,39.87%,35.35
2,5181062062,KaChingPlayers,0,201.54999,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Hunter Goodman OF Mickey Moniak OF Jake McCarthy OF Michael Harris II P Grant Holmes P Ryan Feltner SS Ezequiel Tovar,,Reid Detmers,P,38.60%,5.25
3,5181360118,yawkeyway8,0,189.25,1B Pete Alonso 2B Ketel Marte 3B Kyle Karros C Samuel Basallo OF Corbin Carroll OF Jake McCarthy OF Tommy Troy P Dylan Cease P Ryan Feltner SS Mookie Betts,,Rafael Devers,1B,30.11%,17
4,5181227787,Musky4213,0,188.95,1B Ben Rice 2B Jazz Chisholm Jr. 3B Kyle Karros C Hunter Goodman OF Mickey Moniak OF Cody Bellinger OF Jake McCarthy P Trevor Rogers P Ryan Feltner SS Ezequiel Tovar,,Samuel Basallo,C,22.62%,18
5,5181364668,RotoJackson,0,183.65,1B Bryce Eldridge 2B Jazz Chisholm Jr. 3B Ryan McMahon C Samuel Basallo OF Jake McCarthy OF Jasson Dominguez OF Trent Grisham P Dylan Cease P Gavin Williams SS Ezequiel Tovar,,Shohei Ohtani,P,20.77%,20.1
6,5181091055,jlee7337,0,183.6,1B Kyle Stowers 2B Romy Gonzalez 3B Caleb Durbin C Liam Hicks OF Wilyer Abreu OF Ceddanne Rafaela OF Nate Eaton P Dylan Cease P Jake Bennett SS Otto Lopez,,Gunnar Henderson,SS,19.76%,11
7,5181367263,jlp4765,0,183.45,1B Rafael Devers 2B Romy Gonzalez 3B Ryan McMahon C Samuel Basallo OF Kyle Stowers OF Victor Bericoto OF Garrett Mitchell P Shohei Ohtani P Dylan Cease SS Zach Neto,,Luis Arraez,2B,19.01%,7
8,5181019176,jmack161,0,179.6,1B Liam Hicks 2B Jake Cronenworth 3B Junior Caminero C Carlos Narvaez OF Kyle Stowers OF Teoscar Hernandez OF Garrett Mitchell P Dylan Cease P Jake Bennett SS Mookie Betts,,Jazz Chisholm Jr.,2B,17.91%,0
9,5180986295,JayAces,0,169.6,1B Rafael Devers 2B Luis Arraez 3B Ryan McMahon C Samuel Basallo OF Jake McCarthy OF A.J. Ewing OF Garrett Mitchell P Dylan Cease P Reid Detmers SS Gunnar Henderson,,Heliot Ramos,OF,16.57%,3
10,5181079830,chex43,0,167.45,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Kyle Stowers OF Michael Harris II OF Jakob Marsee P Jake Bennett P Anthony Kay SS Gunnar Henderson,,Kyle Harrison,P,15.90%,2.4
11,5180929255,hightopsfeet,0,164.4,1B Romy Gonzalez 2B Jose Altuve 3B Isaac Paredes C Liam Hicks OF Kyle Stowers OF Michael Harris II OF Griffin Conine P Dylan Cease P Trevor Rogers SS Otto Lopez,,Joshua Kuroda-Grauer,3B,14.97%,5
11,5181369346,Wolverine8385,0,164.4,1B Rafael Devers 2B Luis Arraez 3B Kazuma Okamoto C Samuel Basallo OF Casey Schmitt OF Jake McCarthy OF Heliot Ramos P Dylan Cease P Trevor Rogers SS Brayan Rocchio,,Jasson Dominguez,OF,14.30%,8
13,5181386424,GEEZY1981,0,164.25,1B Jacob Gonzalez 2B Xavier Edwards 3B Kazuma Okamoto C Hunter Goodman OF Mickey Moniak OF Kyle Stowers OF Jake McCarthy P Trevor Rogers P Anthony Kay SS Otto Lopez,,Trent Grisham,OF,13.37%,21
14,5181317640,zjb76,0,160.95,1B TJ Rumfield 2B Ozzie Albies 3B Kazuma Okamoto C Hunter Goodman OF Mickey Moniak OF Taylor Ward OF Jake McCarthy P Trevor Rogers P Ryan Feltner SS Gunnar Henderson,,Lawrence Butler,OF,13.29%,7
15,5181434714,Davidstillwell,0,160.3,1B Rafael Devers 2B Luis Arraez 3B Sal Stewart C Samuel Basallo OF Kyle Stowers OF Heliot Ramos OF Trent Grisham P Jake Bennett P Trevor Rogers SS Gunnar Henderson,,Jung Hoo Lee,OF,13.12%,5
16,5181140109,Daily_Big_Kahuna,0,160.25,1B Kyle Stowers 2B Brice Turang 3B David Hamilton C Liam Hicks OF Jackson Chourio OF Michael Harris II OF Mike Yastrzemski P Dylan Cease P Luis Castillo SS Cooper Pratt,,Jake Bennett,P,12.45%,26.25
17,5181448743,bb0477,0,159.95,1B Rafael Devers 2B Luis Arraez 3B Kyle Karros C Adley Rutschman OF Casey Schmitt OF Jake McCarthy OF Henry Bolte P Gerrit Cole P Spencer Arrighetti SS Tristan Gray,,Victor Bericoto,OF,11.77%,0
18,5181050066,magicpower,0,159.25,1B Rafael Devers 2B Xavier Edwards 3B Caleb Durbin C Liam Hicks OF Mickey Moniak OF Jake McCarthy OF A.J. Ewing P Jake Bennett P Nick Martinez SS Francisco Lindor,,Gavin Williams,P,11.69%,12.3
19,5181439175,ppppzl,0,158.45,1B Rafael Devers 2B Romy Gonzalez 3B Ryan McMahon C Samuel Basallo OF Lawrence Butler OF Colby Thomas OF Trent Grisham P Shohei Ohtani P Dylan Cease SS Gunnar Henderson,,Ben Rice,1B,11.69%,18
20,5181034744,goofybh207,0,157.6,1B Matt Olson 2B Jeff McNeil 3B Isaac Paredes C Samuel Basallo OF Heriberto Hernandez OF Victor Mesa Jr. OF Trent Grisham P Dylan Cease P Reid Detmers SS Gunnar Henderson,,Logan Webb,P,11.35%,-11.05
21,5181449962,only4u2c,0,157.4,1B Rafael Devers 2B Luis Arraez 3B Jose Caballero C Samuel Basallo OF Cody Bellinger OF Jake McCarthy OF Victor Bericoto P Dylan Cease P Trevor Rogers SS Colson Montgomery,,Garrett Mitchell,OF,11.10%,18
22,5181336229,Sloanster,0,155.65,1B Rafael Devers 2B Luis Arraez 3B Kazuma Okamoto C Adley Rutschman OF Jake McCarthy OF A.J. Ewing OF Garrett Mitchell P Dylan Cease P Gavin Williams SS Brayan Rocchio,,Cody Bellinger,OF,11.10%,2
22,5181371348,LoganWins,0,155.65,1B Pete Alonso 2B Edouard Julien 3B Kyle Karros C Samuel Basallo OF Jake McCarthy OF Griffin Conine OF Trent Grisham P Reid Detmers P Christian Scott SS Gunnar Henderson,,Willy Adames,SS,11.02%,0
24,5180875120,MiddleAgeTryHard,0,155.6,1B Rafael Devers 2B Luis Arraez 3B Ryan McMahon C Samuel Basallo OF Kyle Stowers OF Jasson Dominguez OF Lawrence Butler P Dylan Cease P Reid Detmers SS Gunnar Henderson,,Ryan McMahon,3B,11.02%,9
25,5181050570,rehillj,0,154.6,1B Rafael Devers 2B Luis Arraez 3B Kazuma Okamoto C Samuel Basallo OF Jake McCarthy OF Victor Bericoto OF Garrett Mitchell P Dylan Cease P Reid Detmers SS Mookie Betts,,Adley Rutschman,C,10.34%,7
