Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5192929492,ninjasonic33,0,121.1,1B Salvador Perez 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Fernando Tatis Jr. OF Michael Harris II OF Isaac Collins P Spencer Arrighetti P Trevor Rogers SS Bobby Witt Jr.,,Fernando Tatis Jr.,OF,69.57%,23
2,5192932431,boyblue09,0,104.75,1B Jake Burger 2B Ketel Marte 3B Manny Machado C Gabriel Moreno OF Fernando Tatis Jr. OF Corbin Carroll OF Jackson Merrill P Shane Drohan P Trevor Rogers SS Geraldo Perdomo,,Jackson Merrill,OF,65.22%,0
3,5192939552,jc000000,0,102.6,1B Vinnie Pasquantino 2B Ketel Marte 3B Javier Sanoja C Carter Jensen OF Jac Caglianone OF Lane Thomas OF Max Kepler P Max Meyer P Trevor Rogers SS Bobby Witt Jr.,,Shane Drohan,P,60.87%,25.3
4,5192919210,runrva84,0,100.75,1B Pete Alonso 2B Jake Cronenworth 3B Manny Machado C Adley Rutschman OF Fernando Tatis Jr. OF Taylor Ward OF Colton Cowser P Shane Drohan P Trevor Rogers SS Gunnar Henderson,,Bobby Witt Jr.,SS,60.87%,0
5,5192938362,djsage,0,97.75,1B Gavin Sheets 2B Michael Massey 3B Junior Caminero C Carter Jensen OF Fernando Tatis Jr. OF Jackson Merrill OF Miguel Andujar P Shane Drohan P Trevor Rogers SS Gunnar Henderson,,Manny Machado,3B,52.17%,2
5,5192942006,brandonbeene12,0,97.75,1B Vinnie Pasquantino 2B Ozzie Albies 3B Junior Caminero C Kyle Higashioka OF Corbin Carroll OF Wyatt Langford OF Lane Thomas P Shane Drohan P Trevor Rogers SS Bobby Witt Jr.,,Trevor Rogers,P,52.17%,23.45
7,5192927599,tvielkin,0,97.6,1B Jake Cronenworth 2B Ketel Marte 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Max Meyer P Trevor Rogers SS Xander Bogaerts,,Jake Cronenworth,2B,47.83%,8
8,5192926788,duckster12,0,95.75,1B Willson Contreras 2B Anthony Seigler 3B Junior Caminero C Carter Jensen OF Jac Caglianone OF Ceddanne Rafaela OF Ryan Vilade P Shane Drohan P Trevor Rogers SS Jeremy Pena,,Wyatt Langford,OF,43.48%,10
9,5192939591,snohawk13,0,94.9,1B Liam Hicks 2B Jose Altuve 3B Isaac Paredes C Yainer Diaz OF Jackson Merrill OF Wilyer Abreu OF Garrett Mitchell P Max Meyer P MacKenzie Gore SS Geraldo Perdomo,,Ivan Herrera,C,39.13%,0
10,5192935828,AwesemoJames,0,94.45,1B Alec Burleson 2B Ozzie Albies 3B Manny Machado C Adley Rutschman OF Fernando Tatis Jr. OF Jackson Merrill OF Lane Thomas P Max Meyer P Shane Drohan SS Xander Bogaerts,,Max Meyer,P,34.78%,9.15
11,5192939548,gorillabiscuit,0,91.05,1B Alec Burleson 2B Ketel Marte 3B Junior Caminero C Ivan Herrera OF Corbin Carroll OF Lars Nootbaar OF Joc Pederson P MacKenzie Gore P Shane Drohan SS Geraldo Perdomo,,Spencer Arrighetti,P,30.43%,17.65
12,5192940875,rickyvegas2005,0,90.95,1B Yandy Diaz 2B Jake Cronenworth 3B Junior Caminero C Nick Fortes OF Fernando Tatis Jr. OF Jackson Merrill OF Miguel Andujar P Spencer Arrighetti P Shane Drohan SS Bobby Witt Jr.,,Gavin Sheets,1B,30.43%,0
13,5192908352,Kingsindian2200,0,87.6,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Max Meyer P Trevor Rogers SS Bobby Witt Jr.,,Junior Caminero,3B,26.09%,3
13,5192929506,daviskg8,0,87.6,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Max Meyer P Trevor Rogers SS Bobby Witt Jr.,,Corbin Carroll,OF,21.74%,2
13,5192937113,nickenyon6,0,87.6,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Max Meyer P Trevor Rogers SS Bobby Witt Jr.,,Ty France,1B,17.39%,12
13,5192941960,Elklvr,0,87.6,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Max Meyer P Trevor Rogers SS Bobby Witt Jr.,,Drake Baldwin,C,17.39%,8
17,5192907381,CashLineCriminal,0,85.95,1B Gavin Sheets 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Spencer Arrighetti P Shane Drohan SS Bobby Witt Jr.,,Ketel Marte,2B,17.39%,12
17,5192909313,LetsGoRedSox,0,85.95,1B Gavin Sheets 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Spencer Arrighetti P Shane Drohan SS Bobby Witt Jr.,,Carter Jensen,C,13.04%,14
17,5192925977,griffalicious24,0,85.95,1B Gavin Sheets 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Spencer Arrighetti P Shane Drohan SS Bobby Witt Jr.,,Jac Caglianone,OF,13.04%,7
17,5192930568,fritzruby1,0,85.95,1B Gavin Sheets 2B Jake Cronenworth 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Jackson Merrill OF Wyatt Langford P Spencer Arrighetti P Shane Drohan SS Bobby Witt Jr.,,Xander Bogaerts,SS,13.04%,2
21,5192916201,howudewin,0,83.95,1B Gavin Sheets 2B Jake Cronenworth 3B Miguel Andujar C Drake Baldwin OF Fernando Tatis Jr. OF Corbin Carroll OF Jackson Merrill P Spencer Arrighetti P Shane Drohan SS Bobby Witt Jr.,,Ozzie Albies,2B,13.04%,2
22,5192944786,uteppunter,0,76.4,1B Gavin Sheets 2B Anthony Seigler 3B Isaac Paredes C Drake Baldwin OF Jackson Chourio OF Michael Harris II OF Jac Caglianone P Ian Seymour P Dustin May SS Xander Bogaerts,,Geraldo Perdomo,SS,13.04%,2
23,5192942662,jomarjr3,0,72.65,1B Yandy Diaz 2B JJ Wetherholt 3B Junior Caminero C Nick Fortes OF Corbin Carroll OF Victor Mesa Jr. OF Tim Tawa P Ian Seymour P Shane Drohan SS Bobby Witt Jr.,,Lane Thomas,OF,13.04%,21
,,,,,,,Gunnar Henderson,SS,8.70%,2
,,,,,,,Adley Rutschman,C,8.70%,2
,,,,,,,Anthony Seigler,2B,8.70%,0
,,,,,,,Michael Harris II,OF,8.70%,19
,,,,,,,Alec Burleson,1B,8.70%,8
,,,,,,,Miguel Andujar,OF,8.70%,0
,,,,,,,MacKenzie Gore,P,8.70%,14.75
