date,gid,player,team,opp_team,dk_pos,salary,proj,sd,own,leverage,game,games
2026-09-20,153428,George Pickens,DAL,WAS,WR,6300,13.5,8.5755,7.8,13.2,6175958,13
2026-09-20,153428,Rachaad White,WAS,DAL,RB,5000,6.6,6.30022,1.9,0.0,6175958,13
2026-09-20,153428,Jacory Croskey-Merritt,WAS,DAL,RB,5500,7.9,6.65993,2.3,6.7,6175958,13
2026-09-20,153428,Antonio Williams,WAS,DAL,WR,4400,5.9,5.862299999999999,0.8,7.4,6175958,13
2026-09-20,153428,CeeDee Lamb,DAL,WAS,WR,7300,16.9,9.789299999999999,12.6,1.5,6175958,13
2026-09-20,153428,Javonte Williams,DAL,WAS,RB,6400,15.4,8.73518,12.7,-4.4,6175958,13
2026-09-20,153428,Stefon Diggs,WAS,DAL,WR,5300,11.2,7.7543999999999995,7.2,-4.4,6175958,13
2026-09-20,153428,Jayden Daniels,WAS,DAL,QB,6300,19.8,8.74032,7.1,-4.2,6175958,13
2026-09-20,153428,Ryan Flournoy,DAL,WAS,WR,3800,6.6,6.1122,2.5,-11.8,6175958,13
2026-09-20,153428,Dak Prescott,DAL,WAS,QB,6400,19.9,8.74416,6.1,12.5,6175958,13
2026-09-20,153428,Emari Demercado,DAL,WAS,RB,4500,1.5,4.88905,0.3,0.0,6175958,13
2026-09-20,153428,Terry McLaurin,WAS,DAL,WR,5200,11.9,8.004299999999999,11.7,-8.8,6175958,13
2026-09-20,153428,49ers,SF,MIA,DST,3800,8.1,5.564,1.9,44.0,6176156,13
2026-09-20,153428,Eagles,PHI,TEN,DST,3700,7.8,5.564,1.7,52.0,6176042,13
2026-09-20,153428,Buccaneers,TB,CLE,DST,3600,7.7,5.564,2.0,32.0,6175970,13
2026-09-20,153428,Seahawks,SEA,ARI,DST,3500,6.7,5.564,0.6,72.0,6176126,13
2026-09-20,153428,Packers,GB,NYJ,DST,3400,6.1,5.564,0.3,68.0,6176006,13
2026-09-20,153428,Ravens,BAL,NO,DST,3300,6.8,5.564,1.3,48.0,6176066,13
2026-09-20,153428,Chargers,LAC,LV,DST,3200,6.8,5.564,1.8,32.0,6176108,13
2026-09-20,153428,Patriots,NE,PIT,DST,3100,7.0,5.564,3.9,20.0,6175982,13
2026-09-20,153428,Texans,HOU,CIN,DST,3000,6.0,5.564,0.9,44.0,6175946,13
2026-09-20,153428,Bears,CHI,MIN,DST,3000,6.0,5.564,0.9,44.0,6176204,13
2026-09-20,153428,Cowboys,DAL,WAS,DST,2900,5.7,5.564,0.8,24.0,6175958,13
2026-09-20,153428,Falcons,ATL,CAR,DST,2900,5.8,5.564,0.9,28.0,6176036,13
2026-09-20,153428,Broncos,DEN,JAX,DST,2800,6.0,5.564,2.0,0.0,6176084,13
2026-09-20,153428,Steelers,PIT,NE,DST,2800,5.7,5.564,1.1,12.0,6175982,13
2026-09-20,153428,Bengals,CIN,HOU,DST,2700,5.6,5.564,1.4,-12.0,6175946,13
2026-09-20,153428,Panthers,CAR,ATL,DST,2700,6.1,5.564,3.9,0.0,6176036,13
2026-09-20,153428,Vikings,MIN,CHI,DST,2600,5.3,5.564,1.1,-16.0,6176204,13
2026-09-20,153428,Raiders,LV,LAC,DST,2600,5.5,5.564,1.7,-32.0,6176108,13
2026-09-20,153428,Cardinals,ARI,SEA,DST,2500,5.9,5.564,6.8,-32.0,6176126,13
2026-09-20,153428,Commanders,WAS,DAL,DST,2500,5.2,5.564,1.4,-36.0,6175958,13
2026-09-20,153428,Jaguars,JAX,DEN,DST,2400,5.6,5.564,5.8,-52.0,6176084,13
2026-09-20,153428,Jets,NYJ,GB,DST,2400,5.7,5.564,7.4,-48.0,6176006,13
2026-09-20,153428,Saints,NO,BAL,DST,2300,5.2,5.564,3.9,-68.0,6176066,13
2026-09-20,153428,Browns,CLE,TB,DST,2200,5.5,5.564,14.7,-76.0,6175970,13
2026-09-20,153428,Titans,TEN,PHI,DST,2100,5.7,5.564,20.5,-56.0,6176042,13
2026-09-20,153428,Dolphins,MIA,SF,DST,2000,4.9,5.564,11.2,-92.0,6176156,13
